Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
17:41:37,732;380,193295;0,109402;0,117811;0,16925;-0,330443;-2,703324;-0,457699;24,07721
17:41:37,742;386,322546;0,112553;0,127261;0,172925;0,023963;-2,401452;-0,063936;24,07721
17:41:37,752;380,193295;0,109927;0,122536;0,170169;-0,356695;-2,624575;-0,33957;24,07721
17:41:37,762;386,322546;0,114128;0,126736;0,166494;0,037089;-2,532701;0,001691;24,064083
17:41:37,772;380,664776;0,110977;0,125686;0,170169;-0,304191;-2,61145;-0,405198;24,103465
17:41:37,782;383,493661;0,106777;0,122011;0,173844;0,063341;-2,309577;-0,011435;24,07721
17:41:37,792;380,664776;0,120428;0,140913;0,165575;-0,356695;-2,650825;-0,352696;23,985319
17:41:37,802;384,908103;0,109402;0,126736;0,172006;-0,028542;-2,375202;-0,063936;24,103465
17:41:37,812;382,079218;0,113603;0,122011;0,167413;-0,277938;-2,690199;-0,352696;23,998446
17:41:37,822;380,664776;0,108877;0,128312;0,172006;0,023963;-2,375202;0,001691;24,050956
17:41:37,832;383,02218;0,103627;0,123586;0,172925;-0,304191;-2,716449;-0,405198;24,064083
17:41:37,842;381,607737;0,112553;0,128837;0,171087;0,023963;-2,348952;-0,077062;24,142847
17:41:37,852;381,607737;0,112553;0,126736;0,168331;-0,264812;-2,493326;-0,326445;24,064083
17:41:37,862;381,136257;0,117803;0,121486;0,166494;0,050215;-2,414576;-0,103313;24,07721
17:41:37,872;379,721814;0,111503;0,124636;0,170169;-0,330443;-2,5852;-0,418323;24,116592
17:41:37,882;383,965142;0,112553;0,126211;0,171087;-0,028542;-2,257078;-0,02456;24,050956
17:41:37,892;379,250333;0,107302;0,122536;0,171087;-0,343569;-2,650825;-0,470825;24,07721
17:41:37,902;381,607737;0,112028;0,123586;0,164656;0,037089;-2,388327;-0,063936;24,07721
17:41:37,912;380,664776;0,107827;0,124636;0,16925;-0,317317;-2,703324;-0,418323;24,116592
17:41:37,922;381,136257;0,112553;0,126211;0,172925;0,023963;-2,362077;-0,037685;24,090338
17:41:37,932;385,851065;0,105727;0,123061;0,172006;-0,225434;-2,598325;-0,392072;24,142847
17:41:37,942;381,607737;0,117278;0,128312;0,172006;0,010837;-2,388327;-0,02456;24,064083
17:41:37,952;381,607737;0,106252;0,118861;0,166494;-0,304191;-2,598325;-0,431448;24,103465
17:41:37,962;383,02218;0,110977;0,127787;0,165575;-0,015416;-2,388327;-0,063936;24,064083
17:41:37,972;381,607737;0,109927;0,120961;0,165575;-0,330443;-2,66395;-0,33957;24,024701
17:41:37,982;384,908103;0,108877;0,123061;0,171087;-0,002289;-2,427701;-0,050811;24,024701
17:41:37,992;380,193295;0,107302;0,117811;0,166494;-0,291065;-2,55895;-0,378947;24,037828
17:41:38,002;385,379584;0,109927;0,122011;0,168331;0,063341;-2,348952;-0,02456;24,050956
17:41:38,012;379,721814;0,108352;0,122536;0,16925;-0,304191;-2,755824;-0,392072;24,037828
17:41:38,022;383,965142;0,109402;0,120436;0,165575;0,063341;-2,348952;-0,011435;23,998446
17:41:38,032;381,607737;0,105202;0,130937;0,168331;-0,304191;-2,545825;-0,392072;24,037828
17:41:38,042;380,664776;0,108352;0,121486;0,166494;-0,002289;-2,480201;0,014816;24,037828
17:41:38,052;381,607737;0,119378;0,134612;0,166494;-0,330443;-2,768949;-0,431448;24,050956
17:41:38,062;380,664776;0,114128;0,120961;0,16925;-0,015416;-2,388327;-0,063936;24,011574
17:41:38,072;379,721814;0,112028;0,119386;0,171087;-0,304191;-2,5852;-0,378947;24,090338
17:41:38,082;381,136257;0,111503;0,131987;0,16925;0,010837;-2,532701;-0,063936;24,050956
17:41:38,092;379,721814;0,121478;0,128312;0,168331;-0,277938;-2,650825;-0,352696;24,050956
17:41:38,102;380,664776;0,105727;0,115711;0,168331;-0,015416;-2,348952;-0,050811;24,050956
17:41:38,112;380,664776;0,109402;0,119386;0,166494;-0,277938;-2,742699;-0,444574;24,12972
17:41:38,122;381,607737;0,110977;0,124111;0,168331;0,010837;-2,440826;-0,090187;24,064083
17:41:38,132;382,079218;0,109402;0,122536;0,163738;-0,264812;-2,860823;-0,418323;24,07721
17:41:38,142;380,193295;0,110452;0,123061;0,170169;0,010837;-2,296452;-0,037685;24,064083
17:41:38,152;381,136257;0,103102;0,121486;0,167413;-0,317317;-2,690199;-0,392072;24,07721
17:41:38,162;381,607737;0,116228;0,124111;0,166494;-0,041668;-2,375202;-0,063936;23,998446
17:41:38,172;379,250333;0,106252;0,121486;0,166494;-0,330443;-2,6377;-0,418323;24,064083
17:41:38,182;383,02218;0,115178;0,121486;0,171087;0,010837;-2,257078;-0,090187;24,064083
17:41:38,192;381,136257;0,106252;0,125686;0,172006;-0,369821;-2,782074;-0,418323;24,024701
17:41:38,202;380,193295;0,112553;0,123061;0,171087;0,010837;-2,427701;-0,037685;24,037828
17:41:38,212;383,493661;0,110977;0,129362;0,168331;-0,317317;-2,6377;-0,365821;24,090338
17:41:38,222;383,493661;0,109927;0,124111;0,170169;0,010837;-2,388327;0,001691;23,985319
17:41:38,232;380,193295;0,109402;0,124111;0,172006;-0,343569;-2,598325;-0,33957;24,12972
17:41:38,242;381,136257;0,110452;0,120961;0,172006;-0,002289;-2,401452;-0,077062;24,07721
17:41:38,252;382,079218;0,106777;0,117811;0,170169;-0,277938;-2,5852;-0,352696;24,064083
17:41:38,262;382,079218;0,109927;0,121486;0,174762;-0,041668;-2,296452;-0,129563;23,985319
17:41:38,272;381,136257;0,107302;0,126736;0,171087;-0,251686;-2,729574;-0,365821;24,142847
17:41:38,282;383,965142;0,117278;0,131987;0,175681;0,010837;-2,440826;-0,129563;24,103465
17:41:38,292;382,079218;0,105727;0,123061;0,167413;-0,330443;-2,703324;-0,48395;24,064083
17:41:38,302;381,607737;0,107302;0,126211;0,170169;0,037089;-2,388327;-0,090187;24,064083
17:41:38,312;381,607737;0,106252;0,123061;0,172006;-0,343569;-2,834573;-0,444574;24,037828
17:41:38,322;382,079218;0,107827;0,120436;0,16925;-0,028542;-2,427701;-0,142689;24,116592
17:41:38,332;381,136257;0,107827;0,124636;0,165575;-0,317317;-2,624575;-0,444574;24,116592
17:41:38,342;381,607737;0,105727;0,115711;0,164656;-0,015416;-2,480201;-0,116438;24,116592
17:41:38,352;381,607737;0,106252;0,123586;0,166494;-0,304191;-2,913323;-0,457699;24,116592
17:41:38,362;383,02218;0,110452;0,118861;0,168331;-0,002289;-2,506451;-0,129563;24,12972
17:41:38,372;382,079218;0,105727;0,123586;0,170169;-0,356695;-2,821448;-0,405198;24,024701
17:41:38,382;381,136257;0,106777;0,122536;0,168331;-0,028542;-2,506451;-0,116438;24,050956
17:41:38,392;380,193295;0,107302;0,122011;0,167413;-0,277938;-2,690199;-0,392072;24,12972
17:41:38,402;384,436622;0,117278;0,123061;0,170169;-0,015416;-2,388327;-0,155814;24,011574
17:41:38,412;379,721814;0,108352;0,122536;0,172006;-0,304191;-2,6377;-0,405198;24,090338
17:41:38,422;381,607737;0,113078;0,128312;0,16925;-0,041668;-2,453951;-0,063936;24,024701
17:41:38,432;381,136257;0,107302;0,118861;0,16925;-0,330443;-2,821448;-0,365821;24,037828
17:41:38,442;380,193295;0,110452;0,124111;0,167413;0,010837;-2,348952;-0,037685;24,103465
17:41:38,452;383,965142;0,106777;0,117286;0,166494;-0,317317;-2,768949;-0,418323;24,064083
17:41:38,462;382,079218;0,110977;0,119911;0,16925;-0,015416;-2,61145;-0,116438;24,12972
17:41:38,472;384,908103;0,114128;0,119911;0,166494;-0,330443;-2,66395;-0,444574;24,024701
17:41:38,482;383,02218;0,115703;0,130937;0,164656;-0,028542;-2,296452;-0,063936;24,07721
17:41:38,492;381,607737;0,110977;0,128312;0,170169;-0,343569;-2,795199;-0,418323;24,07721
17:41:38,502;384,436622;0,109927;0,120436;0,165575;-0,002289;-2,493326;-0,182065;24,064083
17:41:38,512;384,436622;0,110452;0,123586;0,170169;-0,304191;-2,782074;-0,48395;24,050956
17:41:38,522;383,02218;0,112553;0,132512;0,166494;-0,015416;-2,440826;-0,129563;24,037828
17:41:38,532;383,02218;0,108352;0,120436;0,171087;-0,304191;-2,808324;-0,444574;24,12972
17:41:38,542;383,02218;0,116228;0,118336;0,16925;-0,06792;-2,545825;-0,155814;24,037828
17:41:38,552;380,664776;0,103627;0,121486;0,165575;-0,291065;-2,768949;-0,431448;24,064083
17:41:38,562;380,193295;0,103627;0,124636;0,16925;-0,041668;-2,401452;-0,155814;24,116592
17:41:38,572;380,664776;0,108877;0,119386;0,165575;-0,277938;-2,768949;-0,365821;24,037828
17:41:38,582;383,02218;0,108877;0,120961;0,167413;-0,081046;-2,375202;-0,116438;24,037828
17:41:38,592;381,136257;0,106252;0,116236;0,165575;-0,264812;-2,66395;-0,392072;24,024701
17:41:38,602;384,436622;0,104677;0,116761;0,171087;-0,028542;-2,414576;-0,155814;24,090338
17:41:38,612;383,965142;0,103102;0,119911;0,166494;-0,317317;-2,873948;-0,444574;24,07721
17:41:38,622;383,965142;0,106777;0,118861;0,165575;-0,028542;-2,453951;-0,129563;24,090338
17:41:38,632;382,550699;0,118853;0,128837;0,16925;-0,291065;-2,66395;-0,431448;24,064083
17:41:38,642;383,965142;0,112553;0,132512;0,167413;-0,054794;-2,401452;-0,129563;24,037828
17:41:38,652;383,493661;0,106252;0,123586;0,170169;-0,304191;-2,66395;-0,392072;24,050956
17:41:38,662;380,193295;0,111503;0,123586;0,166494;-0,054794;-2,493326;-0,063936;23,998446
17:41:38,672;383,493661;0,117803;0,124111;0,16925;-0,264812;-2,729574;-0,470825;24,037828
17:41:38,682;385,379584;0,108352;0,118861;0,164656;-0,06792;-2,322702;-0,16894;24,024701
17:41:38,692;383,493661;0,110452;0,125161;0,164656;-0,264812;-2,860823;-0,444574;24,064083
17:41:38,702;381,607737;0,110977;0,122536;0,171087;-0,054794;-2,427701;-0,182065;24,050956
17:41:38,712;380,664776;0,108352;0,124636;0,172925;-0,23856;-2,598325;-0,352696;24,12972
17:41:38,722;383,493661;0,108352;0,125686;0,175681;-0,002289;-2,480201;-0,142689;24,050956
17:41:38,732;382,079218;0,106777;0,123586;0,168331;-0,225434;-2,782074;-0,365821;24,103465
17:41:38,742;383,02218;0,103102;0,125161;0,171087;-0,054794;-2,309577;-0,129563;24,050956
17:41:38,752;381,607737;0,116228;0,127787;0,16925;-0,264812;-2,703324;-0,378947;24,064083
17:41:38,762;383,965142;0,118328;0,135662;0,177519;-0,081046;-2,519576;-0,155814;24,090338
17:41:38,772;384,908103;0,107302;0,128837;0,172925;-0,291065;-2,742699;-0,457699;24,064083
17:41:38,782;386,322546;0,117278;0,135137;0,16925;-0,015416;-2,270203;-0,063936;24,12972
17:41:38,792;383,02218;0,108877;0,124636;0,172006;-0,291065;-2,690199;-0,392072;24,050956
17:41:38,802;383,493661;0,113603;0,127261;0,16925;-0,002289;-2,532701;-0,16894;24,050956
17:41:38,812;382,550699;0,108877;0,124636;0,172006;-0,264812;-2,66395;-0,365821;24,064083
17:41:38,822;383,493661;0,110977;0,124636;0,165575;-0,015416;-2,440826;-0,195191;24,037828
17:41:38,832;381,136257;0,114653;0,129362;0,171087;-0,304191;-2,742699;-0,352696;24,090338
17:41:38,842;386,794027;0,115178;0,125161;0,166494;-0,06792;-2,296452;-0,116438;23,985319
17:41:38,852;386,794027;0,110452;0,120436;0,16925;-0,277938;-2,519576;-0,352696;24,07721
17:41:38,862;383,493661;0,108352;0,122011;0,170169;-0,081046;-2,401452;-0,050811;24,011574
17:41:38,872;383,02218;0,110452;0,131987;0,168331;-0,277938;-2,690199;-0,31332;24,050956
17:41:38,882;385,379584;0,114128;0,128837;0,173844;-0,081046;-2,427701;-0,116438;24,050956
17:41:38,892;380,664776;0,110452;0,122536;0,165575;-0,264812;-2,6377;-0,33957;24,024701
17:41:38,902;381,136257;0,108352;0,126736;0,171087;-0,06792;-2,362077;-0,129563;24,07721
17:41:38,912;382,079218;0,117278;0,128837;0,163738;-0,330443;-2,834573;-0,273943;24,050956
17:41:38,922;383,02218;0,108877;0,124111;0,170169;-0,028542;-2,362077;-0,16894;24,090338
17:41:38,932;383,493661;0,102577;0,116236;0,165575;-0,23856;-2,598325;-0,378947;24,050956
17:41:38,942;381,607737;0,109402;0,119911;0,165575;-0,06792;-2,453951;-0,090187;24,07721
17:41:38,952;383,02218;0,110452;0,116761;0,170169;-0,291065;-2,808324;-0,352696;24,037828
17:41:38,962;383,02218;0,114653;0,123586;0,165575;-0,028542;-2,322702;-0,195191;24,064083
17:41:38,972;383,02218;0,107302;0,120436;0,166494;-0,264812;-2,572075;-0,365821;24,12972
17:41:38,982;382,079218;0,112553;0,121486;0,167413;-0,054794;-2,532701;-0,142689;24,064083
17:41:38,992;383,493661;0,104152;0,118861;0,170169;-0,264812;-2,624575;-0,352696;24,064083
17:41:39,002;383,965142;0,112028;0,127787;0,167413;-0,041668;-2,322702;-0,116438;24,037828
17:41:39,012;382,550699;0,110452;0,117286;0,168331;-0,277938;-2,6377;-0,260818;24,07721
17:41:39,022;379,250333;0,110977;0,128312;0,16925;-0,081046;-2,440826;-0,182065;23,985319
17:41:39,032;382,550699;0,109927;0,122011;0,166494;-0,251686;-2,650825;-0,31332;24,12972
17:41:39,042;383,493661;0,107302;0,129887;0,170169;-0,054794;-2,401452;-0,234567;24,07721
17:41:39,052;383,493661;0,105727;0,121486;0,167413;-0,277938;-2,795199;-0,352696;24,090338
17:41:39,062;383,965142;0,109927;0,125161;0,16925;-0,041668;-2,440826;-0,103313;24,090338
17:41:39,072;381,607737;0,112553;0,123061;0,168331;-0,304191;-2,703324;-0,326445;24,024701
17:41:39,082;382,550699;0,108352;0,128312;0,172925;-0,015416;-2,335827;-0,103313;24,011574
17:41:39,092;383,02218;0,107302;0,118336;0,171087;-0,251686;-2,782074;-0,418323;24,103465
17:41:39,102;385,379584;0,106252;0,120961;0,170169;-0,002289;-2,388327;-0,103313;24,12972
17:41:39,112;383,02218;0,109927;0,128837;0,167413;-0,304191;-2,624575;-0,365821;24,090338
17:41:39,122;383,493661;0,106252;0,126736;0,172006;-0,041668;-2,453951;-0,063936;24,116592
17:41:39,132;382,550699;0,110977;0,119386;0,173844;-0,277938;-2,782074;-0,431448;24,090338
17:41:39,142;384,908103;0,109927;0,126736;0,168331;-0,015416;-2,493326;-0,116438;24,011574
17:41:39,152;382,079218;0,106252;0,123586;0,174762;-0,291065;-2,572075;-0,300194;24,12972
17:41:39,162;383,493661;0,108352;0,122536;0,170169;-0,002289;-2,362077;-0,155814;24,064083
17:41:39,172;381,136257;0,106252;0,126211;0,168331;-0,23856;-2,5852;-0,33957;24,12972
17:41:39,182;383,02218;0,109402;0,123586;0,173844;-0,015416;-2,480201;-0,129563;23,985319
17:41:39,192;384,436622;0,109402;0,121486;0,16925;-0,291065;-2,61145;-0,352696;24,090338
17:41:39,202;386,794027;0,110977;0,123061;0,173844;-0,015416;-2,467076;-0,16894;24,116592
17:41:39,212;382,550699;0,108877;0,124636;0,167413;-0,277938;-2,703324;-0,33957;24,103465
17:41:39,222;385,379584;0,115703;0,130412;0,172006;-0,015416;-2,519576;-0,116438;24,090338
17:41:39,232;383,02218;0,110977;0,123061;0,167413;-0,317317;-2,55895;-0,352696;24,024701
17:41:39,242;384,436622;0,109927;0,130937;0,16925;0,010837;-2,362077;-0,116438;24,07721
17:41:39,252;383,02218;0,117278;0,131462;0,171087;-0,304191;-2,755824;-0,418323;24,142847
17:41:39,262;383,965142;0,110452;0,124111;0,172006;-0,002289;-2,414576;-0,037685;24,064083
17:41:39,272;383,493661;0,106777;0,123586;0,172006;-0,277938;-2,677075;-0,352696;24,037828
17:41:39,282;383,493661;0,113078;0,128312;0,164656;-0,002289;-2,467076;-0,037685;24,07721
17:41:39,292;385,851065;0,110452;0,120961;0,172925;-0,291065;-2,650825;-0,431448;24,116592
17:41:39,302;383,965142;0,113078;0,124111;0,170169;0,023963;-2,362077;-0,142689;24,116592
17:41:39,312;383,02218;0,109927;0,121486;0,172925;-0,277938;-2,690199;-0,392072;24,155974
17:41:39,322;384,908103;0,115703;0,134612;0,170169;-0,015416;-2,506451;-0,063936;24,037828
17:41:39,332;380,664776;0,105202;0,118861;0,170169;-0,330443;-2,677075;-0,405198;24,07721
17:41:39,342;385,379584;0,112553;0,131987;0,172006;-0,002289;-2,414576;-0,103313;24,103465
17:41:39,352;383,02218;0,111503;0,129362;0,165575;-0,304191;-2,782074;-0,392072;24,050956
17:41:39,362;383,02218;0,115178;0,137237;0,170169;-0,015416;-2,427701;-0,116438;24,024701
17:41:39,372;383,02218;0,108352;0,121486;0,170169;-0,264812;-2,61145;-0,510201;24,050956
17:41:39,382;383,02218;0,114128;0,125686;0,16925;0,010837;-2,453951;-0,02456;24,050956
17:41:39,392;383,965142;0,110452;0,123061;0,16925;-0,291065;-2,729574;-0,431448;24,090338
17:41:39,402;384,908103;0,108877;0,121486;0,172925;-0,002289;-2,375202;-0,011435;24,050956
17:41:39,412;384,908103;0,111503;0,124636;0,171087;-0,291065;-2,5852;-0,392072;24,050956
17:41:39,422;384,436622;0,108352;0,121486;0,171087;-0,015416;-2,5852;-0,050811;24,103465
17:41:39,432;381,136257;0,105202;0,125686;0,166494;-0,356695;-2,624575;-0,378947;24,064083
17:41:39,442;381,136257;0,110452;0,120961;0,16925;0,023963;-2,283327;-0,103313;24,090338
17:41:39,452;382,550699;0,107302;0,125686;0,170169;-0,330443;-2,650825;-0,365821;24,064083
17:41:39,462;383,965142;0,114653;0,120961;0,168331;-0,015416;-2,440826;-0,077062;24,037828
17:41:39,472;382,550699;0,108352;0,122536;0,170169;-0,330443;-2,716449;-0,405198;24,050956
17:41:39,482;383,02218;0,107302;0,123061;0,172006;0,010837;-2,480201;-0,116438;24,050956
17:41:39,492;384,436622;0,106777;0,120961;0,172006;-0,343569;-2,755824;-0,365821;24,07721
17:41:39,502;383,493661;0,109927;0,125686;0,167413;-0,015416;-2,453951;-0,063936;24,050956
17:41:39,512;382,550699;0,113078;0,126736;0,167413;-0,304191;-2,66395;-0,378947;24,116592
17:41:39,522;384,436622;0,106777;0,123061;0,172925;0,010837;-2,493326;-0,129563;24,090338
17:41:39,532;382,079218;0,108352;0,125686;0,167413;-0,317317;-2,716449;-0,418323;24,07721
17:41:39,542;384,908103;0,120428;0,136187;0,172925;-0,054794;-2,506451;-0,155814;24,037828
17:41:39,552;380,664776;0,108877;0,120961;0,167413;-0,356695;-2,703324;-0,444574;24,037828
17:41:39,562;387,265507;0,112553;0,129887;0,168331;0,050215;-2,440826;-0,077062;24,090338
17:41:39,572;382,079218;0,113603;0,126736;0,171087;-0,317317;-2,834573;-0,431448;24,050956
17:41:39,582;384,908103;0,107302;0,124111;0,16925;-0,002289;-2,414576;-0,103313;24,116592
17:41:39,592;383,493661;0,112028;0,118861;0,172925;-0,317317;-2,572075;-0,418323;24,024701
17:41:39,602;381,136257;0,117278;0,123061;0,170169;0,023963;-2,401452;-0,077062;24,011574
17:41:39,612;383,02218;0,113603;0,125686;0,16925;-0,343569;-2,690199;-0,48395;24,103465
17:41:39,622;383,965142;0,109402;0,123061;0,166494;0,010837;-2,453951;-0,103313;24,024701
17:41:39,632;383,02218;0,108877;0,120436;0,167413;-0,304191;-2,703324;-0,457699;24,090338
17:41:39,642;383,02218;0,113078;0,122536;0,171087;-0,002289;-2,480201;-0,182065;24,103465
17:41:39,652;384,908103;0,116228;0,122011;0,166494;-0,277938;-2,755824;-0,418323;24,090338
17:41:39,662;384,908103;0,104677;0,122536;0,172006;-0,015416;-2,493326;-0,129563;24,090338
17:41:39,672;386,794027;0,106777;0,118336;0,170169;-0,317317;-2,572075;-0,457699;24,050956
17:41:39,682;385,851065;0,112028;0,124111;0,172925;-0,002289;-2,480201;-0,02456;24,116592
17:41:39,692;384,436622;0,105202;0,127787;0,168331;-0,304191;-2,729574;-0,457699;24,024701
17:41:39,702;383,965142;0,111503;0,123061;0,171087;-0,015416;-2,335827;-0,090187;24,116592
17:41:39,712;384,908103;0,107827;0,121486;0,167413;-0,304191;-2,650825;-0,418323;24,050956
17:41:39,722;384,436622;0,109927;0,136187;0,171087;0,023963;-2,427701;-0,02456;24,07721
17:41:39,732;381,607737;0,114653;0,137237;0,16925;-0,317317;-2,742699;-0,431448;24,024701
17:41:39,742;385,379584;0,117278;0,128312;0,167413;-0,015416;-2,440826;-0,011435;24,024701
17:41:39,752;383,02218;0,107827;0,119911;0,16925;-0,343569;-2,703324;-0,457699;24,07721
17:41:39,762;382,550699;0,113603;0,125161;0,16925;0,023963;-2,427701;-0,090187;24,050956
17:41:39,772;383,02218;0,110452;0,127787;0,168331;-0,330443;-2,808324;-0,510201;24,116592
17:41:39,782;386,322546;0,112553;0,123061;0,173844;-0,002289;-2,348952;-0,103313;24,050956
17:41:39,792;384,908103;0,105202;0,119386;0,166494;-0,317317;-2,795199;-0,497076;24,050956
17:41:39,802;382,079218;0,112028;0,124636;0,172925;0,010837;-2,493326;-0,155814;24,050956
17:41:39,812;382,550699;0,107302;0,124636;0,171087;-0,264812;-2,729574;-0,405198;24,07721
17:41:39,822;383,493661;0,114653;0,128312;0,171087;0,037089;-2,348952;-0,129563;24,037828
17:41:39,832;384,908103;0,114653;0,122536;0,168331;-0,277938;-2,703324;-0,405198;24,064083
17:41:39,842;384,436622;0,110977;0,127261;0,174762;-0,015416;-2,519576;-0,103313;24,103465
17:41:39,852;387,736988;0,105727;0,123586;0,172006;-0,264812;-2,716449;-0,418323;24,103465
17:41:39,862;384,908103;0,115178;0,127787;0,172006;0,023963;-2,335827;-0,050811;24,142847
17:41:39,872;385,379584;0,112553;0,120961;0,172006;-0,277938;-2,690199;-0,431448;24,07721
17:41:39,882;385,851065;0,106777;0,122536;0,168331;-0,002289;-2,427701;-0,063936;24,064083
17:41:39,892;383,493661;0,109402;0,126211;0,16925;-0,304191;-2,782074;-0,405198;24,103465
17:41:39,902;384,908103;0,119378;0,121486;0,168331;0,010837;-2,427701;-0,103313;24,103465
17:41:39,912;387,736988;0,107302;0,118861;0,170169;-0,291065;-2,66395;-0,418323;24,050956
17:41:39,922;390,565873;0,110977;0,125686;0,168331;-0,015416;-2,506451;-0,063936;24,037828
17:41:39,932;383,965142;0,106252;0,121486;0,16925;-0,264812;-2,61145;-0,444574;24,103465
17:41:39,942;384,908103;0,112028;0,125161;0,166494;-0,002289;-2,375202;-0,103313;24,011574
17:41:39,952;386,794027;0,105727;0,122536;0,164656;-0,317317;-2,834573;-0,497076;24,116592
17:41:39,962;388,208469;0,107302;0,120961;0,166494;0,010837;-2,440826;-0,103313;24,024701
17:41:39,972;383,965142;0,109402;0,122536;0,164656;-0,291065;-2,6377;-0,392072;24,090338
17:41:39,982;384,436622;0,107302;0,123586;0,166494;-0,028542;-2,388327;-0,129563;24,07721
17:41:39,992;385,379584;0,109402;0,120436;0,165575;-0,304191;-2,768949;-0,48395;24,064083
17:41:40,002;387,265507;0,107302;0,119911;0,16925;0,037089;-2,362077;-0,103313;24,103465
17:41:40,012;385,379584;0,107827;0,121486;0,172925;-0,304191;-2,755824;-0,378947;24,064083
17:41:40,022;382,550699;0,109402;0,125161;0,168331;0,023963;-2,467076;-0,129563;24,103465
17:41:40,032;386,322546;0,110452;0,121486;0,170169;-0,330443;-2,703324;-0,470825;23,998446
17:41:40,042;384,908103;0,105727;0,123586;0,16925;-0,041668;-2,453951;-0,129563;24,024701
17:41:40,052;384,436622;0,114128;0,124636;0,173844;-0,304191;-2,716449;-0,378947;23,959064
17:41:40,062;387,736988;0,110977;0,123586;0,170169;-0,002289;-2,506451;-0,063936;24,011574
17:41:40,072;381,136257;0,106777;0,119911;0,170169;-0,317317;-2,677075;-0,444574;24,090338
17:41:40,082;385,851065;0,115703;0,124111;0,171087;0,037089;-2,243953;-0,116438;24,064083
17:41:40,092;385,379584;0,107827;0,127787;0,168331;-0,291065;-2,690199;-0,431448;24,064083
17:41:40,102;386,794027;0,110452;0,124636;0,170169;-0,002289;-2,362077;-0,129563;24,050956
17:41:40,112;383,965142;0,106252;0,122011;0,16925;-0,277938;-2,703324;-0,418323;24,12972
17:41:40,122;388,208469;0,110977;0,129887;0,172925;-0,028542;-2,388327;-0,077062;24,024701
17:41:40,132;385,379584;0,110452;0,120436;0,168331;-0,277938;-2,873948;-0,418323;24,07721
17:41:40,142;388,67995;0,109927;0,118336;0,168331;-0,041668;-2,388327;-0,116438;24,103465
17:41:40,152;384,436622;0,107302;0,116761;0,16925;-0,317317;-2,572075;-0,418323;24,090338
17:41:40,162;385,379584;0,113078;0,122536;0,171087;-0,015416;-2,427701;-0,142689;24,07721
17:41:40,172;382,079218;0,106777;0,126211;0,165575;-0,264812;-2,808324;-0,418323;24,024701
17:41:40,182;385,851065;0,114128;0,131462;0,171087;-0,002289;-2,480201;-0,129563;24,12972
17:41:40,192;385,851065;0,109927;0,123586;0,16925;-0,251686;-2,742699;-0,365821;24,12972
17:41:40,202;385,851065;0,111503;0,124111;0,168331;-0,002289;-2,414576;-0,037685;24,050956
17:41:40,212;386,794027;0,119378;0,131462;0,175681;-0,251686;-2,703324;-0,31332;24,103465
17:41:40,222;382,550699;0,114653;0,127787;0,164656;-0,041668;-2,296452;-0,129563;24,142847
17:41:40,232;387,736988;0,108877;0,123586;0,173844;-0,23856;-2,624575;-0,378947;24,090338
17:41:40,242;386,794027;0,111503;0,123586;0,171087;-0,002289;-2,414576;-0,116438;24,12972
17:41:40,252;386,322546;0,107302;0,129362;0,174762;-0,23856;-2,677075;-0,392072;24,116592
17:41:40,262;386,322546;0,117803;0,129362;0,171087;-0,015416;-2,414576;-0,116438;24,116592
17:41:40,272;386,322546;0,110977;0,126736;0,16925;-0,251686;-2,782074;-0,33957;24,050956
17:41:40,282;386,794027;0,109402;0,127787;0,177519;-0,002289;-2,375202;-0,182065;24,07721
17:41:40,292;385,379584;0,107827;0,128312;0,170169;-0,251686;-2,5852;-0,352696;24,037828
17:41:40,302;388,208469;0,109402;0,128312;0,174762;-0,054794;-2,427701;-0,116438;24,090338
17:41:40,312;387,265507;0,111503;0,125161;0,168331;-0,264812;-2,729574;-0,418323;24,12972
17:41:40,322;388,208469;0,111503;0,127261;0,16925;-0,028542;-2,335827;-0,116438;24,12972
17:41:40,332;386,794027;0,112028;0,124636;0,16925;-0,264812;-2,795199;-0,405198;24,103465
17:41:40,342;385,851065;0,112553;0,124636;0,163738;-0,015416;-2,506451;-0,16894;24,07721
17:41:40,352;386,794027;0,104152;0,115186;0,167413;-0,251686;-2,716449;-0,365821;24,090338
17:41:40,362;387,736988;0,111503;0,123061;0,164656;-0,028542;-2,401452;-0,155814;24,090338
17:41:40,372;387,265507;0,114653;0,124111;0,167413;-0,225434;-2,742699;-0,431448;24,090338
17:41:40,382;386,794027;0,107827;0,118336;0,166494;-0,054794;-2,375202;-0,116438;24,024701
17:41:40,392;385,379584;0,107302;0,118861;0,170169;-0,251686;-2,729574;-0,405198;24,103465
17:41:40,402;388,208469;0,116753;0,129887;0,167413;-0,028542;-2,414576;-0,195191;24,064083
17:41:40,412;387,736988;0,114653;0,120961;0,166494;-0,277938;-2,5852;-0,31332;24,011574
17:41:40,422;388,208469;0,115703;0,121486;0,16925;-0,041668;-2,427701;-0,116438;24,103465
17:41:40,432;389,622912;0,109402;0,125161;0,166494;-0,264812;-2,66395;-0,392072;24,116592
17:41:40,442;387,736988;0,106777;0,120961;0,171087;-0,015416;-2,388327;-0,195191;24,024701
17:41:40,452;387,265507;0,106252;0,120961;0,165575;-0,251686;-2,703324;-0,247692;24,050956
