Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
14:41:21,882;398,109567;0,115703;0,130937;0,174762;-0,829236;-2,939573;-1,218974;24,996124
14:41:21,892;399,524009;0,113078;0,133562;0,1766;-0,75048;-2,427701;-0,930215;24,930487
14:41:21,902;394,33772;0,115178;0,124111;0,174762;-0,842363;-2,834573;-1,25835;24,930487
14:41:21,912;398,109567;0,109927;0,129887;0,175681;-0,737353;-2,453951;-0,94334;24,969869
14:41:21,922;397,166605;0,111503;0,128837;0,177519;-0,829236;-2,821448;-1,25835;25,009251
14:41:21,932;397,638086;0,116228;0,135137;0,174762;-0,75048;-2,5852;-0,930215;25,009251
14:41:21,942;400,466971;0,110977;0,130412;0,173844;-0,842363;-2,716449;-1,310852;25,009251
14:41:21,952;395,752162;0,116228;0,131462;0,1766;-0,776732;-2,348952;-0,890838;25,048633
14:41:21,962;396,223643;0,112028;0,128312;0,1766;-0,881741;-2,808324;-1,271476;25,009251
14:41:21,972;397,166605;0,117803;0,129887;0,178437;-0,737353;-2,5852;-0,969591;25,035506
14:41:21,982;397,166605;0,112553;0,127787;0,174762;-0,829236;-2,808324;-1,25835;24,956742
14:41:21,992;396,695124;0,117803;0,128837;0,172006;-0,802984;-2,427701;-0,94334;24,956742
14:41:22,002;397,638086;0,115703;0,127787;0,174762;-0,829236;-2,834573;-1,192723;24,982997
14:41:22,012;396,223643;0,116228;0,126736;0,174762;-0,75048;-2,5852;-0,94334;25,035506
14:41:22,022;396,695124;0,117278;0,125161;0,170169;-0,842363;-2,873948;-1,2321;24,996124
14:41:22,032;396,695124;0,122003;0,126736;0,175681;-0,776732;-2,440826;-0,877713;25,048633
14:41:22,042;395,752162;0,112028;0,126736;0,172925;-0,881741;-2,965822;-1,25835;24,969869
14:41:22,052;397,638086;0,116228;0,131462;0,173844;-0,737353;-2,598325;-0,956466;25,035506
14:41:22,062;397,638086;0,115703;0,129887;0,172925;-0,855489;-2,926448;-1,271476;24,982997
14:41:22,072;398,581047;0,114128;0,128837;0,172925;-0,737353;-2,532701;-0,890838;25,035506
14:41:22,082;396,223643;0,109402;0,123061;0,174762;-0,868615;-2,729574;-1,245225;24,982997
14:41:22,092;397,166605;0,112028;0,130412;0,172006;-0,776732;-2,467076;-0,890838;24,930487
14:41:22,102;396,223643;0,114128;0,127261;0,1766;-0,81611;-2,821448;-1,271476;24,982997
14:41:22,112;401,881413;0,112553;0,128837;0,16925;-0,75048;-2,5852;-0,969591;25,061761
14:41:22,122;396,695124;0,112028;0,122536;0,173844;-0,81611;-2,860823;-1,245225;24,996124
14:41:22,132;395,752162;0,112028;0,125161;0,171087;-0,789858;-2,677075;-0,995842;24,982997
14:41:22,142;394,809201;0,114653;0,133037;0,170169;-0,881741;-2,873948;-1,245225;25,035506
14:41:22,152;397,166605;0,113078;0,124111;0,173844;-0,763606;-2,532701;-0,94334;24,969869
14:41:22,162;394,33772;0,108352;0,133037;0,172006;-0,907993;-2,768949;-1,127096;24,930487
14:41:22,172;396,695124;0,111503;0,127261;0,174762;-0,763606;-2,5852;-0,94334;24,996124
14:41:22,182;392,923277;0,114128;0,131462;0,170169;-0,855489;-2,834573;-1,205849;24,982997
14:41:22,192;395,280682;0,109402;0,127261;0,1766;-0,789858;-2,545825;-0,903964;25,035506
14:41:22,202;396,223643;0,119378;0,126736;0,173844;-0,907993;-2,926448;-1,25835;24,943615
14:41:22,212;397,638086;0,109402;0,128837;0,16925;-0,737353;-2,5852;-0,982716;24,996124
14:41:22,222;396,695124;0,108877;0,129362;0,172006;-0,881741;-2,834573;-1,25835;24,969869
14:41:22,232;396,695124;0,119378;0,134087;0,171087;-0,75048;-2,414576;-0,917089;24,956742
14:41:22,242;396,695124;0,111503;0,125161;0,172006;-0,81611;-2,847698;-1,179598;24,969869
14:41:22,252;395,752162;0,115703;0,134087;0,168331;-0,737353;-2,545825;-0,917089;24,956742
14:41:22,262;396,695124;0,107302;0,127261;0,174762;-0,855489;-2,729574;-1,297727;24,996124
14:41:22,272;397,638086;0,116753;0,126211;0,175681;-0,711101;-2,61145;-0,917089;25,009251
14:41:22,282;398,109567;0,114653;0,124111;0,172925;-0,868615;-2,834573;-1,205849;24,982997
14:41:22,292;399,99549;0,114653;0,128312;0,174762;-0,75048;-2,55895;-0,917089;25,022379
14:41:22,302;396,223643;0,108352;0,126736;0,173844;-0,802984;-2,768949;-1,2321;24,996124
14:41:22,312;393,866239;0,110452;0,127787;0,179356;-0,763606;-2,5852;-0,956466;24,969869
14:41:22,322;396,695124;0,115178;0,130937;0,172925;-0,81611;-2,808324;-1,205849;24,930487
14:41:22,332;398,581047;0,116753;0,130937;0,175681;-0,789858;-2,427701;-0,877713;25,009251
14:41:22,342;399,052528;0,109927;0,126736;0,172006;-0,868615;-2,887073;-1,245225;24,996124
14:41:22,352;399,052528;0,122528;0,130937;0,174762;-0,737353;-2,598325;-0,877713;25,048633
14:41:22,362;396,695124;0,116228;0,127787;0,174762;-0,907993;-2,729574;-1,271476;24,982997
14:41:22,372;398,109567;0,113078;0,122011;0,174762;-0,75048;-2,532701;-0,969591;24,956742
14:41:22,382;396,695124;0,113078;0,123061;0,170169;-0,855489;-2,782074;-1,271476;25,009251
14:41:22,392;394,33772;0,112028;0,124636;0,171087;-0,75048;-2,55895;-0,982716;25,009251
14:41:22,402;398,109567;0,111503;0,125161;0,173844;-0,894867;-2,939573;-1,218974;25,022379
14:41:22,412;393,866239;0,118328;0,129362;0,175681;-0,737353;-2,6377;-0,94334;24,956742
14:41:22,422;399,052528;0,114128;0,129362;0,1766;-0,881741;-2,834573;-1,192723;24,982997
14:41:22,432;395,752162;0,116228;0,133562;0,175681;-0,763606;-2,55895;-0,903964;24,943615
14:41:22,442;397,166605;0,112028;0,128837;0,171087;-0,842363;-2,808324;-1,205849;24,982997
14:41:22,452;396,695124;0,131454;0,139337;0,175681;-0,763606;-2,519576;-0,903964;24,996124
14:41:22,462;395,280682;0,109927;0,129362;0,172006;-0,855489;-2,860823;-1,310852;25,009251
14:41:22,472;396,695124;0,114653;0,131987;0,174762;-0,737353;-2,572075;-0,956466;24,996124
14:41:22,482;394,809201;0,110452;0,129887;0,174762;-0,855489;-2,834573;-1,271476;24,930487
14:41:22,492;394,809201;0,117278;0,129362;0,16925;-0,776732;-2,440826;-0,930215;25,009251
14:41:22,502;392,451797;0,110977;0,122536;0,172925;-0,894867;-2,742699;-1,25835;24,930487
14:41:22,512;395,752162;0,106777;0,127261;0,167413;-0,75048;-2,5852;-0,94334;24,969869
14:41:22,522;396,695124;0,116753;0,135137;0,172006;-0,868615;-2,742699;-1,205849;24,982997
14:41:22,532;397,638086;0,118328;0,127787;0,166494;-0,737353;-2,545825;-0,930215;24,969869
14:41:22,542;398,109567;0,112028;0,127787;0,175681;-0,868615;-2,926448;-1,271476;25,048633
14:41:22,552;396,695124;0,109927;0,128312;0,1766;-0,763606;-2,572075;-0,94334;24,891105
14:41:22,562;397,166605;0,108352;0,125161;0,172006;-0,868615;-2,677075;-1,205849;24,982997
14:41:22,572;394,809201;0,110977;0,127787;0,174762;-0,763606;-2,598325;-1,008967;25,061761
14:41:22,582;396,223643;0,114128;0,120961;0,172925;-0,868615;-2,900198;-1,218974;25,009251
14:41:22,592;394,33772;0,117278;0,133562;0,172006;-0,763606;-2,5852;-0,851462;24,969869
14:41:22,602;399,052528;0,107302;0,129887;0,174762;-0,855489;-2,782074;-1,245225;25,022379
14:41:22,612;397,638086;0,112553;0,136187;0,173844;-0,776732;-2,6377;-0,930215;25,022379
14:41:22,622;392,923277;0,109927;0,126736;0,172006;-0,855489;-2,873948;-1,245225;25,022379
14:41:22,632;395,280682;0,114128;0,137237;0,172925;-0,763606;-2,624575;-0,851462;24,956742
14:41:22,642;396,695124;0,113603;0,127261;0,174762;-0,868615;-2,755824;-1,245225;24,969869
14:41:22,652;398,581047;0,114128;0,133562;0,171087;-0,711101;-2,703324;-0,917089;24,996124
14:41:22,662;395,280682;0,113603;0,125686;0,173844;-0,894867;-2,768949;-1,2321;24,996124
14:41:22,672;396,223643;0,114653;0,130937;0,174762;-0,75048;-2,61145;-0,903964;24,956742
14:41:22,682;396,695124;0,110977;0,125686;0,173844;-0,868615;-2,860823;-1,284601;25,035506
14:41:22,692;392,451797;0,116753;0,138287;0,175681;-0,789858;-2,572075;-0,890838;24,943615
14:41:22,702;391,508835;0,110977;0,131462;0,171087;-0,855489;-2,66395;-1,179598;25,022379
14:41:22,712;394,809201;0,114653;0,127261;0,175681;-0,776732;-2,532701;-0,930215;24,969869
14:41:22,722;394,809201;0,112028;0,128837;0,172925;-0,855489;-2,860823;-1,2321;25,009251
14:41:22,732;393,866239;0,118853;0,140913;0,177519;-0,789858;-2,506451;-0,851462;24,943615
14:41:22,742;389,622912;0,116228;0,134087;0,172925;-0,868615;-2,887073;-1,2321;24,943615
14:41:22,752;396,223643;0,120428;0,134087;0,1766;-0,776732;-2,532701;-0,890838;24,91736
14:41:22,762;396,695124;0,110452;0,126736;0,1766;-0,894867;-2,729574;-1,2321;24,943615
14:41:22,772;399,052528;0,113603;0,123586;0,174762;-0,711101;-2,61145;-0,930215;25,022379
14:41:22,782;393,394758;0,109927;0,133562;0,179356;-0,855489;-2,860823;-1,245225;25,022379
14:41:22,792;396,695124;0,110977;0,124636;0,173844;-0,75048;-2,5852;-0,864588;24,996124
14:41:22,802;398,581047;0,112028;0,125161;0,173844;-0,881741;-2,782074;-1,192723;24,969869
14:41:22,812;396,223643;0,108877;0,124636;0,172006;-0,776732;-2,650825;-0,917089;24,969869
14:41:22,822;396,223643;0,114653;0,133037;0,1766;-0,894867;-2,768949;-1,140222;24,969869
14:41:22,832;396,695124;0,114653;0,133037;0,174762;-0,724227;-2,506451;-0,982716;25,009251
14:41:22,842;396,223643;0,110452;0,126736;0,171087;-0,855489;-2,742699;-1,205849;25,022379
14:41:22,852;396,695124;0,110452;0,128312;0,175681;-0,789858;-2,519576;-0,969591;24,969869
14:41:22,862;396,695124;0,114653;0,134087;0,168331;-0,894867;-2,755824;-1,25835;24,969869
14:41:22,872;394,33772;0,113078;0,125161;0,172006;-0,789858;-2,453951;-0,94334;24,996124
14:41:22,882;396,223643;0,113603;0,128312;0,171087;-0,881741;-2,834573;-1,310852;24,982997
14:41:22,892;394,809201;0,115703;0,136187;0,175681;-0,776732;-2,5852;-0,94334;24,956742
14:41:22,902;394,33772;0,114653;0,121486;0,171087;-0,881741;-2,690199;-1,245225;24,943615
14:41:22,912;397,638086;0,114653;0,125161;0,170169;-0,75048;-2,677075;-0,930215;25,048633
14:41:22,922;395,280682;0,108877;0,126736;0,172006;-0,855489;-2,900198;-1,284601;25,022379
14:41:22,932;395,752162;0,112553;0,129362;0,171087;-0,763606;-2,598325;-0,94334;24,943615
14:41:22,942;395,752162;0,114128;0,126736;0,172006;-0,868615;-2,703324;-1,218974;24,969869
14:41:22,952;396,223643;0,116753;0,124636;0,171087;-0,763606;-2,677075;-0,94334;24,982997
14:41:22,962;395,752162;0,114128;0,125161;0,174762;-0,855489;-2,860823;-1,245225;25,048633
14:41:22,972;396,223643;0,118853;0,135137;0,173844;-0,737353;-2,506451;-0,903964;25,009251
14:41:22,982;396,223643;0,112553;0,125161;0,170169;-0,829236;-2,768949;-1,205849;24,982997
14:41:22,992;397,638086;0,115178;0,129887;0,175681;-0,802984;-2,61145;-0,851462;25,022379
14:41:23,002;397,166605;0,113078;0,126736;0,172006;-0,81611;-2,808324;-1,245225;25,009251
14:41:23,012;397,638086;0,108877;0,130937;0,166494;-0,776732;-2,506451;-0,864588;24,996124
14:41:23,022;396,223643;0,111503;0,123586;0,172925;-0,855489;-2,860823;-1,310852;25,009251
14:41:23,032;396,695124;0,112553;0,128837;0,170169;-0,776732;-2,572075;-0,877713;25,035506
14:41:23,042;395,752162;0,109402;0,129887;0,171087;-0,842363;-2,755824;-1,310852;25,022379
14:41:23,052;395,752162;0,109927;0,129887;0,173844;-0,711101;-2,572075;-0,917089;24,996124
14:41:23,062;396,223643;0,112028;0,125161;0,172925;-0,855489;-2,847698;-1,179598;24,982997
14:41:23,072;397,638086;0,119378;0,127787;0,174762;-0,763606;-2,55895;-0,864588;24,982997
14:41:23,082;396,223643;0,114128;0,132512;0,173844;-0,829236;-2,834573;-1,25835;24,956742
14:41:23,092;395,280682;0,109402;0,127261;0,174762;-0,776732;-2,572075;-0,903964;24,956742
14:41:23,102;396,695124;0,109402;0,127261;0,175681;-0,855489;-2,742699;-1,179598;24,982997
14:41:23,112;398,109567;0,115703;0,138812;0,1766;-0,763606;-2,572075;-0,94334;24,982997
14:41:23,122;397,638086;0,119378;0,133562;0,172006;-0,868615;-2,808324;-1,271476;24,956742
14:41:23,132;397,638086;0,115703;0,126736;0,175681;-0,763606;-2,624575;-0,917089;24,956742
14:41:23,142;397,166605;0,109927;0,126211;0,172006;-0,829236;-2,821448;-1,245225;24,956742
14:41:23,152;395,752162;0,113603;0,125686;0,172925;-0,763606;-2,532701;-0,903964;25,009251
14:41:23,162;396,223643;0,108877;0,123586;0,172006;-0,842363;-2,795199;-1,245225;24,996124
14:41:23,172;399,052528;0,108877;0,125686;0,174762;-0,75048;-2,572075;-0,864588;24,996124
14:41:23,182;397,166605;0,106777;0,119911;0,173844;-0,894867;-2,742699;-1,192723;24,996124
14:41:23,192;397,638086;0,115703;0,128837;0,173844;-0,75048;-2,532701;-0,838337;25,048633
14:41:23,202;396,695124;0,117278;0,133037;0,172925;-0,868615;-2,808324;-1,218974;24,969869
14:41:23,212;400,466971;0,117803;0,126211;0,172925;-0,724227;-2,5852;-0,903964;25,009251
14:41:23,222;395,280682;0,114128;0,122011;0,175681;-0,855489;-2,768949;-1,205849;25,022379
14:41:23,232;397,638086;0,110452;0,128837;0,174762;-0,763606;-2,61145;-0,917089;24,943615
14:41:23,242;399,052528;0,112028;0,126736;0,175681;-0,829236;-2,755824;-1,2321;25,009251
14:41:23,252;396,223643;0,115178;0,133562;0,172006;-0,776732;-2,66395;-0,956466;24,969869
14:41:23,262;399,524009;0,109927;0,130412;0,173844;-0,881741;-2,598325;-1,179598;24,956742
14:41:23,272;397,166605;0,112553;0,133562;0,1766;-0,763606;-2,5852;-0,995842;25,022379
14:41:23,282;397,638086;0,113603;0,133562;0,1766;-0,881741;-2,755824;-1,271476;25,009251
14:41:23,292;398,109567;0,114128;0,133562;0,177519;-0,776732;-2,61145;-0,995842;24,996124
14:41:23,302;400,938452;0,108352;0,127787;0,175681;-0,855489;-2,716449;-1,192723;25,009251
14:41:23,312;395,752162;0,115703;0,128312;0,174762;-0,737353;-2,5852;-1,048344;25,009251
14:41:23,322;399,052528;0,109927;0,133562;0,179356;-0,894867;-2,716449;-1,2321;24,982997
14:41:23,332;395,280682;0,109402;0,123061;0,171087;-0,75048;-2,598325;-0,982716;24,982997
14:41:23,342;397,638086;0,116228;0,130937;0,177519;-0,842363;-2,755824;-1,218974;24,982997
14:41:23,352;394,809201;0,108877;0,124111;0,175681;-0,763606;-2,5852;-0,956466;24,969869
14:41:23,362;398,109567;0,110977;0,122011;0,173844;-0,855489;-2,860823;-1,245225;24,996124
