Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
18:04:09,982;382,550699;0,112028;0,125686;0,168331;0,089594;-2,388327;-0,063936;23,985319
18:04:09,992;377,835891;0,108877;0,123061;0,166494;-0,186055;-2,742699;-0,287069;24,011574
18:04:10,002;382,079218;0,112028;0,127787;0,168331;0,128972;-2,375202;-0,011435;23,945937
18:04:10,012;381,136257;0,113078;0,128312;0,16925;-0,172929;-2,532701;-0,287069;24,037828
18:04:10,022;382,550699;0,107827;0,119386;0,16925;0,089594;-2,388327;-0,142689;24,024701
18:04:10,032;382,550699;0,105727;0,119386;0,166494;-0,133551;-2,66395;-0,300194;24,050956
18:04:10,042;384,436622;0,111503;0,123586;0,166494;0,076467;-2,519576;-0,116438;23,998446
18:04:10,052;383,02218;0,110452;0,128837;0,163738;-0,212308;-2,690199;-0,326445;23,998446
18:04:10,062;384,436622;0,110452;0,125686;0,165575;0,063341;-2,480201;-0,103313;24,024701
18:04:10,072;381,607737;0,110452;0,125161;0,167413;-0,172929;-2,742699;-0,31332;24,024701
18:04:10,082;383,02218;0,106777;0,124111;0,163738;0,089594;-2,388327;-0,090187;24,011574
18:04:10,092;381,136257;0,108877;0,119386;0,167413;-0,172929;-2,61145;-0,260818;23,985319
18:04:10,102;384,908103;0,109402;0,124111;0,16925;0,037089;-2,257078;-0,02456;23,945937
18:04:10,112;381,607737;0,113078;0,129362;0,168331;-0,172929;-2,61145;-0,300194;23,972192
18:04:10,122;382,079218;0,109927;0,123061;0,166494;0,063341;-2,519576;-0,090187;24,024701
18:04:10,132;384,436622;0,122528;0,133562;0,168331;-0,212308;-2,61145;-0,352696;23,998446
18:04:10,142;382,550699;0,110452;0,125161;0,165575;0,063341;-2,427701;-0,103313;24,050956
18:04:10,152;381,136257;0,107827;0,117811;0,16925;-0,186055;-2,834573;-0,365821;24,103465
18:04:10,162;383,965142;0,109927;0,123061;0,165575;0,10272;-2,348952;-0,116438;23,985319
18:04:10,172;383,965142;0,108877;0,122536;0,165575;-0,186055;-2,650825;-0,392072;24,037828
18:04:10,182;381,136257;0,113078;0,129362;0,16925;0,10272;-2,375202;-0,077062;23,985319
18:04:10,192;382,550699;0,108877;0,123061;0,168331;-0,159803;-2,624575;-0,31332;24,090338
18:04:10,202;379,250333;0,109402;0,120961;0,16925;0,050215;-2,545825;-0,02456;23,985319
18:04:10,212;382,079218;0,105727;0,120436;0,168331;-0,186055;-2,703324;-0,300194;24,050956
18:04:10,222;383,965142;0,112028;0,122011;0,172925;0,050215;-2,440826;-0,16894;24,011574
18:04:10,232;382,079218;0,112553;0,123061;0,166494;-0,212308;-2,782074;-0,378947;23,985319
18:04:10,242;383,493661;0,112028;0,123586;0,168331;0,063341;-2,401452;-0,142689;24,064083
18:04:10,252;382,550699;0,107827;0,129362;0,170169;-0,159803;-2,690199;-0,352696;23,998446
18:04:10,262;384,908103;0,113078;0,130412;0,172006;0,063341;-2,453951;-0,142689;24,024701
18:04:10,272;382,550699;0,109927;0,126211;0,16925;-0,186055;-2,742699;-0,352696;23,998446
18:04:10,282;383,493661;0,108877;0,120961;0,172925;0,10272;-2,414576;-0,142689;24,050956
18:04:10,292;382,550699;0,109402;0,122536;0,171087;-0,225434;-2,650825;-0,33957;24,011574
18:04:10,302;384,436622;0,107302;0,123061;0,16925;0,155224;-2,519576;-0,129563;24,024701
18:04:10,312;382,079218;0,108877;0,120436;0,171087;-0,212308;-2,795199;-0,31332;24,024701
18:04:10,322;381,607737;0,107827;0,126211;0,16925;0,089594;-2,506451;-0,129563;23,985319
18:04:10,332;379,721814;0,110977;0,118861;0,170169;-0,159803;-2,545825;-0,33957;23,945937
18:04:10,342;383,02218;0,108352;0,123061;0,16925;0,115846;-2,401452;-0,116438;24,011574
18:04:10,352;380,664776;0,103627;0,117811;0,16925;-0,23856;-2,703324;-0,365821;24,050956
18:04:10,362;383,965142;0,117278;0,133562;0,167413;0,089594;-2,467076;-0,129563;23,985319
18:04:10,372;381,607737;0,109927;0,120961;0,165575;-0,159803;-2,6377;-0,33957;24,064083
18:04:10,382;379,721814;0,106252;0,123586;0,170169;0,10272;-2,401452;-0,155814;23,998446
18:04:10,392;381,136257;0,107302;0,126736;0,16925;-0,133551;-2,782074;-0,365821;24,024701
18:04:10,402;384,436622;0,110452;0,119386;0,168331;0,089594;-2,480201;-0,155814;24,011574
18:04:10,412;381,136257;0,105727;0,122011;0,164656;-0,172929;-2,650825;-0,378947;23,972192
18:04:10,422;383,02218;0,104677;0,121486;0,168331;0,076467;-2,322702;-0,155814;23,998446
18:04:10,432;382,079218;0,106252;0,122011;0,165575;-0,146677;-2,742699;-0,392072;23,945937
18:04:10,442;380,664776;0,106777;0,120436;0,166494;0,050215;-2,440826;-0,103313;24,024701
18:04:10,452;383,493661;0,110452;0,124111;0,172006;-0,199182;-2,690199;-0,378947;23,998446
18:04:10,462;383,493661;0,106777;0,128312;0,167413;0,128972;-2,414576;-0,090187;23,998446
18:04:10,472;382,550699;0,105727;0,122536;0,166494;-0,146677;-2,716449;-0,300194;23,998446
18:04:10,482;383,02218;0,109402;0,122011;0,167413;0,076467;-2,493326;-0,129563;23,972192
18:04:10,492;380,193295;0,116228;0,126736;0,16925;-0,212308;-2,5852;-0,300194;23,985319
18:04:10,502;382,550699;0,107302;0,120961;0,165575;0,063341;-2,467076;-0,155814;23,998446
18:04:10,512;381,607737;0,109927;0,122011;0,168331;-0,146677;-2,66395;-0,378947;24,090338
18:04:10,522;383,02218;0,106777;0,120436;0,172006;0,089594;-2,532701;-0,142689;23,998446
18:04:10,532;384,436622;0,110977;0,127787;0,171087;-0,212308;-2,598325;-0,31332;23,972192
18:04:10,542;383,965142;0,106252;0,122536;0,170169;0,128972;-2,427701;-0,142689;23,998446
18:04:10,552;383,493661;0,119903;0,119386;0,170169;-0,186055;-2,755824;-0,287069;24,011574
18:04:10,562;383,965142;0,112553;0,123586;0,172925;0,089594;-2,375202;-0,103313;23,998446
18:04:10,572;384,908103;0,114653;0,122536;0,171087;-0,146677;-2,624575;-0,31332;24,037828
18:04:10,582;381,136257;0,109402;0,121486;0,167413;0,076467;-2,414576;-0,116438;24,011574
18:04:10,592;381,607737;0,109402;0,123061;0,167413;-0,172929;-2,6377;-0,31332;23,998446
18:04:10,602;380,193295;0,106777;0,117811;0,16925;0,089594;-2,480201;-0,090187;24,024701
18:04:10,612;380,664776;0,108877;0,122011;0,165575;-0,159803;-2,624575;-0,365821;24,024701
18:04:10,622;381,607737;0,108877;0,118336;0,167413;0,142098;-2,283327;-0,063936;23,985319
18:04:10,632;382,079218;0,109927;0,120961;0,172006;-0,172929;-2,755824;-0,33957;24,037828
18:04:10,642;386,794027;0,111503;0,123586;0,171087;0,10272;-2,375202;-0,090187;23,998446
18:04:10,652;378,778852;0,105202;0,124111;0,168331;-0,133551;-2,5852;-0,300194;24,024701
18:04:10,662;382,550699;0,107302;0,125161;0,168331;0,089594;-2,335827;-0,063936;23,893428
18:04:10,672;378,778852;0,108352;0,131987;0,173844;-0,212308;-2,742699;-0,31332;23,985319
18:04:10,682;380,193295;0,104152;0,123061;0,172925;0,115846;-2,375202;-0,037685;23,945937
18:04:10,692;381,136257;0,105202;0,123586;0,171087;-0,172929;-2,729574;-0,33957;24,050956
18:04:10,702;380,193295;0,109402;0,124636;0,172006;0,10272;-2,440826;-0,103313;24,011574
18:04:10,712;379,250333;0,101527;0,122536;0,168331;-0,186055;-2,690199;-0,31332;24,011574
18:04:10,722;381,136257;0,113078;0,123586;0,172006;0,115846;-2,362077;-0,050811;23,959064
18:04:10,732;377,36441;0,114653;0,124111;0,168331;-0,133551;-2,572075;-0,300194;24,037828
18:04:10,742;382,550699;0,113603;0,123061;0,173844;0,063341;-2,440826;-0,050811;24,011574
18:04:10,752;380,193295;0,112553;0,120961;0,167413;-0,146677;-2,703324;-0,31332;24,011574
18:04:10,762;382,550699;0,110977;0,118336;0,168331;0,115846;-2,401452;-0,103313;24,037828
18:04:10,772;379,721814;0,107302;0,119911;0,164656;-0,159803;-2,716449;-0,33957;23,998446
18:04:10,782;379,250333;0,108877;0,128312;0,16925;0,10272;-2,467076;-0,063936;24,024701
18:04:10,792;378,778852;0,107302;0,120436;0,16925;-0,146677;-2,572075;-0,260818;23,959064
18:04:10,802;378,778852;0,111503;0,123061;0,165575;0,128972;-2,230828;-0,037685;23,998446
18:04:10,812;380,664776;0,109402;0,124111;0,170169;-0,172929;-2,5852;-0,365821;24,037828
18:04:10,822;380,664776;0,106252;0,119911;0,168331;0,115846;-2,362077;-0,037685;23,945937
18:04:10,832;379,721814;0,113078;0,125161;0,168331;-0,172929;-2,66395;-0,287069;24,064083
18:04:10,842;381,136257;0,105727;0,117286;0,168331;0,115846;-2,283327;-0,129563;23,959064
18:04:10,852;380,664776;0,110452;0,128837;0,164656;-0,159803;-2,66395;-0,287069;23,972192
18:04:10,862;380,664776;0,107302;0,117811;0,163738;0,089594;-2,440826;-0,063936;23,945937
18:04:10,872;382,550699;0,107302;0,120436;0,166494;-0,146677;-2,6377;-0,247692;24,064083
18:04:10,882;380,664776;0,109927;0,129362;0,16925;0,076467;-2,414576;-0,063936;23,972192
18:04:10,892;379,250333;0,108352;0,124111;0,171087;-0,120425;-2,532701;-0,287069;23,985319
18:04:10,902;380,664776;0,110977;0,126736;0,168331;0,115846;-2,467076;-0,142689;24,037828
18:04:10,912;377,835891;0,107302;0,121486;0,171087;-0,120425;-2,703324;-0,300194;23,998446
18:04:10,922;381,136257;0,110452;0,124111;0,173844;0,10272;-2,401452;-0,103313;24,024701
18:04:10,932;378,307372;0,105727;0,121486;0,170169;-0,172929;-2,61145;-0,287069;24,011574
18:04:10,942;380,664776;0,103627;0,119386;0,170169;0,115846;-2,440826;-0,077062;24,024701
18:04:10,952;379,721814;0,107827;0,126211;0,170169;-0,186055;-2,61145;-0,300194;23,985319
18:04:10,962;381,607737;0,106777;0,122536;0,167413;0,115846;-2,335827;-0,050811;24,037828
18:04:10,972;381,607737;0,109402;0,123586;0,170169;-0,159803;-2,624575;-0,300194;24,050956
18:04:10,982;382,079218;0,112028;0,125686;0,163738;0,128972;-2,362077;-0,050811;23,945937
18:04:10,992;379,721814;0,106777;0,119911;0,16925;-0,186055;-2,690199;-0,31332;24,024701
18:04:11,002;382,079218;0,107302;0,120436;0,170169;0,155224;-2,414576;-0,077062;24,011574
18:04:11,012;380,664776;0,106252;0,119911;0,168331;-0,146677;-2,677075;-0,234567;23,972192
18:04:11,022;382,079218;0,113603;0,125686;0,16925;0,115846;-2,5852;-0,116438;23,985319
18:04:11,032;379,721814;0,115703;0,123586;0,170169;-0,186055;-2,6377;-0,300194;24,037828
18:04:11,042;381,136257;0,114128;0,130412;0,170169;0,089594;-2,335827;-0,103313;23,972192
18:04:11,052;382,079218;0,106777;0,124111;0,16925;-0,225434;-2,5852;-0,273943;23,985319
18:04:11,062;383,02218;0,109927;0,128312;0,171087;0,115846;-2,427701;-0,050811;23,972192
18:04:11,072;378,778852;0,108352;0,125686;0,166494;-0,159803;-2,6377;-0,300194;23,945937
18:04:11,082;381,136257;0,110977;0,124111;0,165575;0,115846;-2,270203;-0,037685;23,906555
18:04:11,092;378,307372;0,107302;0,125161;0,16925;-0,186055;-2,742699;-0,273943;24,037828
18:04:11,102;382,550699;0,115178;0,128837;0,168331;0,115846;-2,572075;-0,116438;24,024701
18:04:11,112;381,136257;0,113603;0,127261;0,16925;-0,186055;-2,61145;-0,234567;23,985319
18:04:11,122;377,36441;0,111503;0,121486;0,164656;0,089594;-2,309577;-0,077062;23,972192
18:04:11,132;387,265507;0,107827;0,124111;0,170169;-0,186055;-2,650825;-0,326445;24,011574
18:04:11,142;382,079218;0,113603;0,125686;0,164656;0,115846;-2,440826;-0,077062;23,985319
18:04:11,152;380,664776;0,107827;0,125686;0,170169;-0,199182;-2,532701;-0,352696;23,985319
18:04:11,162;384,908103;0,109402;0,120436;0,16925;0,128972;-2,467076;-0,037685;23,985319
18:04:11,172;381,136257;0,104677;0,121486;0,172925;-0,186055;-2,729574;-0,300194;23,972192
18:04:11,182;376,892929;0,105202;0,120436;0,170169;0,10272;-2,440826;-0,103313;23,945937
18:04:11,192;381,136257;0,106777;0,121486;0,162819;-0,159803;-2,650825;-0,31332;24,090338
18:04:11,202;382,079218;0,105202;0,122536;0,164656;0,115846;-2,414576;-0,116438;23,985319
18:04:11,212;379,721814;0,104677;0,115711;0,166494;-0,212308;-2,624575;-0,260818;24,024701
18:04:11,222;381,607737;0,109927;0,123061;0,165575;0,155224;-2,362077;-0,090187;23,985319
18:04:11,232;380,193295;0,114653;0,127261;0,167413;-0,212308;-2,624575;-0,273943;23,972192
18:04:11,242;384,436622;0,109927;0,122536;0,170169;0,089594;-2,414576;-0,050811;24,011574
18:04:11,252;379,721814;0,103627;0,121486;0,166494;-0,186055;-2,61145;-0,33957;23,985319
18:04:11,262;381,607737;0,108352;0,121486;0,168331;0,115846;-2,440826;-0,090187;24,011574
18:04:11,272;382,550699;0,115178;0,124636;0,172925;-0,251686;-2,66395;-0,326445;23,959064
18:04:11,282;382,079218;0,108877;0,117811;0,170169;0,076467;-2,322702;-0,090187;24,024701
18:04:11,292;382,079218;0,110452;0,129362;0,167413;-0,186055;-2,677075;-0,273943;24,037828
18:04:11,302;383,02218;0,108877;0,131462;0,171087;0,128972;-2,467076;-0,050811;24,011574
18:04:11,312;381,136257;0,105727;0,120436;0,171087;-0,212308;-2,66395;-0,33957;23,998446
18:04:11,322;382,550699;0,107827;0,124636;0,168331;0,10272;-2,388327;-0,063936;24,011574
18:04:11,332;380,193295;0,112028;0,128312;0,172925;-0,225434;-2,795199;-0,287069;24,024701
18:04:11,342;383,02218;0,113078;0,126211;0,172925;0,10272;-2,572075;-0,116438;23,959064
18:04:11,352;382,079218;0,114653;0,125686;0,168331;-0,186055;-2,6377;-0,33957;24,07721
18:04:11,362;381,136257;0,113078;0,124111;0,171087;0,089594;-2,506451;-0,208316;24,064083
18:04:11,372;380,193295;0,107827;0,119911;0,16925;-0,172929;-2,572075;-0,33957;24,011574
18:04:11,382;383,02218;0,110452;0,122536;0,172925;0,089594;-2,427701;-0,116438;24,050956
18:04:11,392;380,664776;0,108877;0,127787;0,165575;-0,172929;-2,66395;-0,378947;24,064083
18:04:11,402;381,607737;0,106252;0,122011;0,170169;0,050215;-2,480201;-0,103313;24,011574
18:04:11,412;380,664776;0,108352;0,122011;0,165575;-0,159803;-2,821448;-0,365821;24,011574
18:04:11,422;377,36441;0,113603;0,136187;0,164656;0,128972;-2,427701;-0,116438;24,064083
18:04:11,432;381,607737;0,110452;0,125686;0,168331;-0,186055;-2,598325;-0,300194;24,024701
18:04:11,442;380,193295;0,114653;0,127787;0,16925;0,115846;-2,388327;-0,077062;23,959064
18:04:11,452;381,136257;0,108352;0,120436;0,168331;-0,172929;-2,624575;-0,365821;23,972192
18:04:11,462;382,079218;0,108877;0,122536;0,165575;0,089594;-2,401452;-0,090187;24,037828
18:04:11,472;381,136257;0,106252;0,117286;0,172006;-0,199182;-2,66395;-0,352696;24,024701
18:04:11,482;382,079218;0,108352;0,116236;0,168331;0,115846;-2,335827;-0,103313;23,985319
18:04:11,492;383,02218;0,108877;0,123061;0,166494;-0,212308;-2,768949;-0,365821;24,024701
18:04:11,502;383,493661;0,109927;0,118861;0,165575;0,115846;-2,427701;-0,129563;23,998446
18:04:11,512;380,664776;0,107302;0,122536;0,172925;-0,199182;-2,598325;-0,352696;24,037828
18:04:11,522;379,721814;0,109402;0,120436;0,171087;0,142098;-2,493326;-0,090187;23,959064
18:04:11,532;381,607737;0,113078;0,131462;0,167413;-0,172929;-2,650825;-0,260818;24,090338
18:04:11,542;382,079218;0,104152;0,120961;0,16925;0,089594;-2,493326;-0,155814;24,011574
18:04:11,552;379,250333;0,108352;0,119911;0,166494;-0,172929;-2,768949;-0,392072;23,998446
18:04:11,562;383,02218;0,112553;0,127787;0,167413;0,076467;-2,467076;-0,155814;23,985319
18:04:11,572;382,079218;0,113078;0,126736;0,165575;-0,172929;-2,650825;-0,300194;23,985319
18:04:11,582;381,136257;0,105202;0,120436;0,16925;0,10272;-2,467076;-0,155814;24,024701
18:04:11,592;383,493661;0,112028;0,122011;0,170169;-0,199182;-2,598325;-0,352696;24,064083
18:04:11,602;383,493661;0,116228;0,133562;0,174762;0,142098;-2,401452;-0,116438;24,037828
18:04:11,612;379,721814;0,104677;0,118336;0,16925;-0,225434;-2,755824;-0,352696;23,93281
18:04:11,622;383,493661;0,112028;0,124636;0,171087;0,076467;-2,453951;-0,129563;24,050956
18:04:11,632;380,664776;0,117278;0,129887;0,175681;-0,225434;-2,703324;-0,365821;23,959064
18:04:11,642;382,550699;0,107302;0,122011;0,16925;0,142098;-2,414576;-0,090187;23,959064
18:04:11,652;379,721814;0,114128;0,125686;0,171087;-0,199182;-2,755824;-0,405198;24,011574
18:04:11,662;382,079218;0,107302;0,119911;0,170169;0,142098;-2,388327;-0,090187;23,919682
18:04:11,672;383,493661;0,112028;0,119911;0,171087;-0,212308;-2,5852;-0,326445;23,985319
18:04:11,682;380,664776;0,109402;0,131462;0,166494;0,115846;-2,480201;-0,129563;23,998446
18:04:11,692;380,664776;0,106777;0,119386;0,172006;-0,159803;-2,690199;-0,300194;24,050956
18:04:11,702;382,079218;0,108352;0,120436;0,168331;0,076467;-2,401452;-0,116438;24,011574
18:04:11,712;381,136257;0,112028;0,126211;0,171087;-0,199182;-2,624575;-0,352696;23,93281
18:04:11,722;381,607737;0,108877;0,125161;0,172006;0,115846;-2,519576;-0,182065;23,972192
18:04:11,732;381,607737;0,107827;0,114135;0,165575;-0,186055;-2,729574;-0,365821;23,959064
18:04:11,742;382,079218;0,103627;0,126211;0,170169;0,063341;-2,493326;-0,195191;23,998446
18:04:11,752;380,664776;0,116753;0,128312;0,170169;-0,159803;-2,572075;-0,287069;24,050956
18:04:11,762;379,250333;0,108877;0,122011;0,171087;0,076467;-2,362077;-0,116438;23,985319
18:04:11,772;380,664776;0,115178;0,126211;0,16925;-0,159803;-2,690199;-0,352696;24,011574
18:04:11,782;381,607737;0,109402;0,118861;0,170169;0,115846;-2,440826;-0,090187;24,011574
18:04:11,792;379,721814;0,113603;0,125161;0,16925;-0,212308;-2,677075;-0,365821;24,024701
18:04:11,802;382,079218;0,107827;0,125161;0,16925;0,10272;-2,467076;-0,142689;23,972192
18:04:11,812;380,664776;0,112553;0,130412;0,167413;-0,199182;-2,716449;-0,33957;23,985319
18:04:11,822;380,664776;0,107302;0,118861;0,16925;0,128972;-2,414576;-0,077062;24,037828
18:04:11,832;376,421448;0,109927;0,124636;0,173844;-0,212308;-2,55895;-0,300194;24,024701
18:04:11,842;383,02218;0,113078;0,124636;0,168331;0,063341;-2,453951;-0,182065;23,945937
18:04:11,852;381,607737;0,106252;0,127787;0,16925;-0,186055;-2,66395;-0,273943;24,07721
18:04:11,862;380,193295;0,106252;0,122011;0,168331;0,063341;-2,480201;-0,155814;24,024701
18:04:11,872;383,02218;0,105202;0,122011;0,168331;-0,120425;-2,61145;-0,287069;24,024701
18:04:11,882;381,607737;0,110977;0,124636;0,172006;0,076467;-2,388327;-0,129563;23,998446
18:04:11,892;379,250333;0,109927;0,122011;0,16925;-0,199182;-2,742699;-0,287069;24,011574
18:04:11,902;381,136257;0,107827;0,122011;0,171087;0,063341;-2,362077;-0,116438;24,011574
18:04:11,912;384,436622;0,109402;0,124111;0,172925;-0,120425;-2,519576;-0,31332;24,064083
18:04:11,922;380,664776;0,118853;0,127261;0,170169;0,128972;-2,427701;-0,103313;24,024701
18:04:11,932;379,250333;0,104677;0,121486;0,172925;-0,159803;-2,532701;-0,352696;23,972192
18:04:11,942;380,193295;0,107302;0,124111;0,170169;0,115846;-2,5852;-0,077062;24,024701
18:04:11,952;380,193295;0,107827;0,122011;0,167413;-0,186055;-2,6377;-0,287069;23,998446
18:04:11,962;379,250333;0,113078;0,125161;0,168331;0,10272;-2,453951;-0,050811;24,011574
18:04:11,972;380,193295;0,108877;0,123061;0,171087;-0,212308;-2,703324;-0,33957;23,945937
18:04:11,982;381,607737;0,112028;0,121486;0,164656;0,128972;-2,453951;-0,077062;23,985319
18:04:11,992;382,079218;0,110452;0,119386;0,168331;-0,225434;-2,598325;-0,287069;23,998446
18:04:12,002;380,664776;0,111503;0,131462;0,160981;0,194603;-2,414576;-0,037685;24,024701
18:04:12,012;380,664776;0,114653;0,123586;0,167413;-0,146677;-2,598325;-0,31332;24,011574
18:04:12,022;382,550699;0,116228;0,128312;0,165575;0,050215;-2,453951;-0,063936;23,945937
18:04:12,032;383,493661;0,110977;0,124636;0,165575;-0,186055;-2,545825;-0,221441;24,07721
18:04:12,042;383,965142;0,108352;0,122011;0,171087;0,142098;-2,427701;-0,103313;24,024701
18:04:12,052;377,36441;0,109402;0,117286;0,166494;-0,172929;-2,755824;-0,31332;24,050956
18:04:12,062;383,493661;0,106777;0,128312;0,163738;0,10272;-2,375202;-0,090187;24,011574
18:04:12,072;380,193295;0,110977;0,124111;0,16925;-0,146677;-2,61145;-0,273943;24,050956
18:04:12,082;380,193295;0,111503;0,123061;0,171087;0,089594;-2,322702;-0,090187;24,024701
18:04:12,092;380,664776;0,109927;0,122536;0,166494;-0,172929;-2,66395;-0,260818;24,037828
18:04:12,102;382,550699;0,109402;0,121486;0,16925;0,050215;-2,453951;-0,050811;23,985319
18:04:12,112;383,02218;0,112028;0,123061;0,16925;-0,172929;-2,598325;-0,352696;24,024701
18:04:12,122;380,664776;0,115703;0,130412;0,172006;0,10272;-2,453951;-0,050811;24,037828
18:04:12,132;382,550699;0,110977;0,118336;0,170169;-0,172929;-2,768949;-0,31332;24,07721
18:04:12,142;381,136257;0,104677;0,123586;0,16925;0,10272;-2,467076;-0,050811;23,998446
18:04:12,152;380,193295;0,105727;0,123586;0,16925;-0,212308;-2,6377;-0,352696;23,959064
18:04:12,162;380,193295;0,111503;0,125161;0,166494;0,142098;-2,440826;-0,116438;24,011574
18:04:12,172;383,02218;0,106252;0,118861;0,170169;-0,159803;-2,61145;-0,326445;24,064083
18:04:12,182;381,607737;0,110977;0,122011;0,168331;0,10272;-2,440826;-0,103313;24,024701
18:04:12,192;383,02218;0,114653;0,127787;0,172006;-0,212308;-2,5852;-0,31332;24,037828
18:04:12,202;380,193295;0,114128;0,123586;0,171087;0,128972;-2,467076;-0,129563;24,011574
18:04:12,212;380,664776;0,108877;0,122536;0,168331;-0,172929;-2,782074;-0,247692;24,050956
18:04:12,222;382,079218;0,110452;0,120961;0,172006;0,10272;-2,414576;-0,116438;23,985319
18:04:12,232;378,778852;0,118853;0,129887;0,164656;-0,133551;-2,545825;-0,260818;24,011574
18:04:12,242;381,607737;0,113603;0,123061;0,172006;0,089594;-2,440826;-0,103313;24,011574
18:04:12,252;379,721814;0,110452;0,122011;0,165575;-0,251686;-2,6377;-0,234567;23,93281
18:04:12,262;383,493661;0,112553;0,125161;0,172006;0,076467;-2,519576;-0,02456;23,998446
18:04:12,272;381,136257;0,108877;0,118861;0,165575;-0,186055;-2,5852;-0,300194;23,998446
18:04:12,282;380,193295;0,111503;0,120436;0,167413;0,063341;-2,375202;-0,02456;23,998446
18:04:12,292;380,664776;0,107827;0,119386;0,168331;-0,186055;-2,782074;-0,300194;24,011574
18:04:12,302;380,664776;0,109402;0,125161;0,16925;0,115846;-2,401452;-0,037685;24,024701
18:04:12,312;381,136257;0,114653;0,123061;0,167413;-0,212308;-2,545825;-0,247692;23,945937
18:04:12,322;382,550699;0,105727;0,127787;0,166494;0,128972;-2,440826;-0,090187;24,024701
18:04:12,332;381,136257;0,113603;0,126736;0,170169;-0,199182;-2,598325;-0,378947;24,064083
18:04:12,342;381,607737;0,115178;0,130412;0,167413;0,115846;-2,61145;-0,129563;24,037828
18:04:12,352;380,664776;0,121478;0,133037;0,171087;-0,186055;-2,55895;-0,287069;23,998446
18:04:12,362;380,664776;0,113078;0,122536;0,170169;0,128972;-2,427701;-0,129563;23,998446
18:04:12,372;381,136257;0,109402;0,122011;0,168331;-0,212308;-2,703324;-0,155814;23,998446
18:04:12,382;381,136257;0,109402;0,125686;0,164656;0,10272;-2,335827;-0,129563;23,959064
18:04:12,392;380,664776;0,110977;0,119386;0,164656;-0,172929;-2,5852;-0,31332;24,011574
18:04:12,402;382,550699;0,106252;0,117286;0,167413;0,089594;-2,414576;-0,090187;24,050956
18:04:12,412;382,550699;0,112553;0,122536;0,164656;-0,212308;-2,66395;-0,300194;23,985319
18:04:12,422;382,079218;0,108352;0,119911;0,168331;0,076467;-2,375202;-0,103313;24,011574
18:04:12,432;383,493661;0,108352;0,123586;0,166494;-0,120425;-2,650825;-0,273943;24,037828
18:04:12,442;381,136257;0,112028;0,126736;0,16925;0,050215;-2,506451;-0,103313;24,024701
18:04:12,452;380,664776;0,108352;0,119911;0,171087;-0,199182;-2,834573;-0,300194;23,945937
18:04:12,462;382,079218;0,107827;0,124636;0,16925;0,115846;-2,427701;-0,103313;24,037828
18:04:12,472;382,550699;0,111503;0,121486;0,16925;-0,186055;-2,572075;-0,352696;23,998446
18:04:12,482;380,664776;0,112553;0,131462;0,165575;0,10272;-2,493326;-0,103313;23,93281
18:04:12,492;380,193295;0,105202;0,118336;0,16925;-0,159803;-2,6377;-0,300194;24,024701
18:04:12,502;380,664776;0,106777;0,122011;0,166494;0,115846;-2,519576;-0,116438;23,985319
18:04:12,512;382,550699;0,110977;0,124636;0,171087;-0,159803;-2,703324;-0,392072;24,037828
18:04:12,522;383,493661;0,112553;0,128837;0,171087;0,128972;-2,440826;-0,155814;24,024701
18:04:12,532;381,607737;0,113078;0,123061;0,16925;-0,23856;-2,768949;-0,326445;24,011574
18:04:12,542;382,550699;0,113603;0,125161;0,170169;0,076467;-2,388327;-0,103313;24,011574
18:04:12,552;379,721814;0,104677;0,119911;0,170169;-0,172929;-2,572075;-0,352696;24,037828
18:04:12,562;382,079218;0,108877;0,133037;0,165575;0,089594;-2,506451;-0,116438;23,945937
18:04:12,572;382,079218;0,113078;0,122011;0,170169;-0,146677;-2,61145;-0,31332;24,024701
18:04:12,582;383,02218;0,114128;0,122536;0,168331;0,063341;-2,453951;-0,090187;24,050956
18:04:12,592;379,721814;0,113078;0,121486;0,163738;-0,225434;-2,716449;-0,365821;23,972192
18:04:12,602;381,136257;0,107302;0,123586;0,168331;0,128972;-2,493326;-0,103313;24,011574
18:04:12,612;381,607737;0,109927;0,120436;0,166494;-0,199182;-2,782074;-0,352696;23,998446
18:04:12,622;382,079218;0,114128;0,119911;0,166494;0,076467;-2,572075;-0,103313;24,011574
18:04:12,632;379,721814;0,111503;0,118336;0,168331;-0,225434;-2,572075;-0,352696;23,959064
18:04:12,642;382,079218;0,110452;0,119386;0,162819;0,076467;-2,467076;-0,090187;23,998446
18:04:12,652;379,721814;0,108352;0,117286;0,16925;-0,199182;-2,66395;-0,300194;23,998446
18:04:12,662;380,193295;0,115703;0,119386;0,164656;0,10272;-2,506451;-0,155814;24,064083
18:04:12,672;379,721814;0,107827;0,122536;0,167413;-0,225434;-2,729574;-0,365821;24,064083
18:04:12,682;380,664776;0,114128;0,125161;0,168331;0,076467;-2,453951;-0,129563;23,945937
18:04:12,692;380,664776;0,108352;0,122536;0,172006;-0,159803;-2,650825;-0,31332;24,050956
18:04:12,702;381,607737;0,110977;0,131462;0,166494;0,076467;-2,388327;-0,155814;23,945937
18:04:12,712;379,721814;0,112028;0,122536;0,167413;-0,159803;-2,545825;-0,33957;24,064083
18:04:12,722;382,550699;0,108352;0,127261;0,16925;0,076467;-2,506451;-0,142689;23,998446
