Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
18:01:21,472;379,250333;0,103627;0,119386;0,163738;-0,251686;-2,6377;-0,392072;24,116592
18:01:21,482;379,250333;0,106252;0,122011;0,167413;0,050215;-2,388327;-0,103313;24,037828
18:01:21,492;379,250333;0,110977;0,118861;0,16925;-0,225434;-2,755824;-0,431448;24,064083
18:01:21,502;380,193295;0,114653;0,129362;0,168331;0,050215;-2,283327;-0,090187;24,050956
18:01:21,512;379,721814;0,108352;0,124111;0,172925;-0,23856;-2,690199;-0,418323;24,07721
18:01:21,522;381,607737;0,107302;0,118336;0,167413;0,063341;-2,388327;-0,037685;24,050956
18:01:21,532;378,778852;0,105727;0,118336;0,172925;-0,212308;-2,66395;-0,392072;24,07721
18:01:21,542;380,193295;0,110452;0,125161;0,168331;0,050215;-2,362077;-0,077062;24,090338
18:01:21,552;377,36441;0,109927;0,123061;0,171087;-0,277938;-2,598325;-0,31332;24,064083
18:01:21,562;380,664776;0,117278;0,128312;0,162819;0,050215;-2,532701;-0,116438;24,064083
18:01:21,572;379,721814;0,109927;0,124111;0,166494;-0,199182;-2,834573;-0,405198;24,169102
18:01:21,582;382,079218;0,110977;0,130412;0,172006;0,076467;-2,388327;-0,063936;24,050956
18:01:21,592;382,550699;0,103627;0,119386;0,167413;-0,186055;-2,5852;-0,457699;24,12972
18:01:21,602;381,136257;0,115703;0,127787;0,170169;0,010837;-2,375202;-0,063936;23,985319
18:01:21,612;379,250333;0,108352;0,118336;0,170169;-0,199182;-2,690199;-0,352696;24,064083
18:01:21,622;381,136257;0,106252;0,123586;0,170169;0,050215;-2,388327;-0,103313;24,064083
18:01:21,632;383,02218;0,110977;0,123061;0,1619;-0,172929;-2,650825;-0,33957;24,064083
18:01:21,642;380,664776;0,107302;0,125161;0,165575;0,010837;-2,440826;-0,077062;24,064083
18:01:21,652;379,250333;0,108352;0,121486;0,166494;-0,199182;-2,703324;-0,418323;24,155974
18:01:21,662;378,307372;0,107302;0,120961;0,168331;0,063341;-2,375202;-0,011435;24,12972
18:01:21,672;375,478487;0,113078;0,127261;0,172006;-0,186055;-2,624575;-0,352696;24,12972
18:01:21,682;377,36441;0,112028;0,127787;0,16925;0,076467;-2,401452;-0,090187;24,090338
18:01:21,692;379,250333;0,104152;0,116761;0,166494;-0,212308;-2,690199;-0,378947;24,090338
18:01:21,702;382,550699;0,114653;0,123061;0,16925;0,063341;-2,401452;-0,02456;24,037828
18:01:21,712;379,250333;0,110452;0,125686;0,167413;-0,23856;-2,690199;-0,352696;24,064083
18:01:21,722;380,664776;0,114128;0,120961;0,167413;0,063341;-2,480201;-0,129563;24,103465
18:01:21,732;376,892929;0,110452;0,123586;0,166494;-0,172929;-2,742699;-0,31332;24,090338
18:01:21,742;381,136257;0,110452;0,123061;0,168331;0,023963;-2,362077;-0,116438;23,998446
18:01:21,752;376,892929;0,109402;0,116761;0,166494;-0,172929;-2,690199;-0,326445;24,103465
18:01:21,762;380,193295;0,105202;0,119386;0,168331;-0,015416;-2,506451;-0,129563;24,07721
18:01:21,772;383,965142;0,110977;0,125686;0,167413;-0,186055;-2,703324;-0,326445;24,103465
18:01:21,782;379,721814;0,105727;0,125161;0,171087;-0,002289;-2,322702;-0,155814;24,024701
18:01:21,792;382,550699;0,108352;0,123586;0,170169;-0,172929;-2,782074;-0,392072;24,090338
18:01:21,802;379,721814;0,106252;0,123586;0,172006;0,037089;-2,493326;-0,063936;24,12972
18:01:21,812;377,835891;0,105727;0,119911;0,166494;-0,199182;-2,66395;-0,31332;24,050956
18:01:21,822;381,136257;0,105727;0,120436;0,16925;0,010837;-2,427701;-0,129563;24,12972
18:01:21,832;379,250333;0,110452;0,121486;0,166494;-0,199182;-2,755824;-0,352696;24,116592
18:01:21,842;381,136257;0,108352;0,123061;0,168331;0,050215;-2,440826;-0,063936;24,050956
18:01:21,852;380,193295;0,108877;0,120961;0,170169;-0,199182;-2,598325;-0,378947;24,103465
18:01:21,862;381,607737;0,104152;0,126736;0,166494;0,063341;-2,453951;-0,155814;24,090338
18:01:21,872;379,721814;0,108352;0,125686;0,172006;-0,23856;-2,6377;-0,287069;24,12972
18:01:21,882;380,664776;0,106252;0,120436;0,16925;0,023963;-2,532701;-0,208316;24,07721
18:01:21,892;380,664776;0,105202;0,126736;0,168331;-0,264812;-2,5852;-0,378947;24,024701
18:01:21,902;381,136257;0,113603;0,125161;0,172006;0,023963;-2,401452;-0,063936;24,050956
18:01:21,912;382,550699;0,107302;0,125161;0,168331;-0,199182;-2,598325;-0,365821;24,116592
18:01:21,922;383,02218;0,112553;0,124636;0,167413;0,050215;-2,362077;-0,155814;24,064083
18:01:21,932;380,664776;0,104152;0,119386;0,171087;-0,199182;-2,690199;-0,33957;24,07721
18:01:21,942;377,36441;0,111503;0,120436;0,172925;0,023963;-2,506451;-0,142689;24,050956
18:01:21,952;376,421448;0,106777;0,118861;0,165575;-0,264812;-2,782074;-0,365821;24,050956
18:01:21,962;381,607737;0,113603;0,128837;0,168331;0,063341;-2,322702;-0,037685;24,116592
18:01:21,972;378,307372;0,108352;0,125161;0,167413;-0,251686;-2,6377;-0,431448;24,116592
18:01:21,982;383,493661;0,116753;0,123061;0,16925;0,076467;-2,480201;0,001691;24,116592
18:01:21,992;381,607737;0,110452;0,125686;0,166494;-0,23856;-2,61145;-0,457699;24,116592
18:01:22,002;380,664776;0,111503;0,122536;0,168331;0,089594;-2,283327;-0,02456;23,998446
18:01:22,012;378,778852;0,105727;0,117811;0,170169;-0,251686;-2,716449;-0,405198;24,090338
18:01:22,022;380,193295;0,109402;0,117811;0,168331;0,063341;-2,506451;-0,077062;24,050956
18:01:22,032;379,721814;0,106252;0,119386;0,170169;-0,23856;-2,572075;-0,405198;24,12972
18:01:22,042;378,778852;0,107827;0,120961;0,16925;0,115846;-2,322702;-0,063936;24,050956
18:01:22,052;379,721814;0,109402;0,123586;0,166494;-0,251686;-2,716449;-0,365821;24,12972
18:01:22,062;379,250333;0,115178;0,121486;0,165575;0,023963;-2,322702;-0,050811;23,985319
18:01:22,072;378,307372;0,108877;0,122011;0,166494;-0,225434;-2,6377;-0,31332;24,090338
18:01:22,082;382,079218;0,113078;0,127261;0,172006;0,076467;-2,453951;-0,116438;24,090338
18:01:22,092;382,079218;0,107827;0,123061;0,167413;-0,212308;-2,729574;-0,431448;24,155974
18:01:22,102;380,664776;0,113078;0,121486;0,171087;0,063341;-2,480201;-0,02456;24,050956
18:01:22,112;378,307372;0,107827;0,117811;0,168331;-0,212308;-2,598325;-0,392072;24,103465
18:01:22,122;381,607737;0,108352;0,122011;0,168331;0,10272;-2,335827;-0,090187;24,103465
18:01:22,132;380,664776;0,107302;0,119911;0,163738;-0,172929;-2,821448;-0,365821;24,07721
18:01:22,142;382,079218;0,108877;0,118336;0,172925;0,063341;-2,453951;-0,063936;24,07721
18:01:22,152;380,193295;0,105727;0,120436;0,16925;-0,225434;-2,598325;-0,33957;24,064083
18:01:22,162;380,193295;0,108352;0,118336;0,168331;0,115846;-2,532701;-0,077062;24,142847
18:01:22,172;379,250333;0,107827;0,122536;0,170169;-0,264812;-2,808324;-0,418323;24,064083
18:01:22,182;381,607737;0,112028;0,122536;0,168331;0,063341;-2,362077;-0,050811;24,103465
18:01:22,192;377,835891;0,109402;0,132512;0,171087;-0,277938;-2,716449;-0,444574;24,116592
18:01:22,202;380,193295;0,111503;0,126211;0,167413;0,076467;-2,480201;-0,077062;24,090338
18:01:22,212;380,193295;0,114653;0,123061;0,170169;-0,23856;-2,703324;-0,378947;24,064083
18:01:22,222;380,664776;0,111503;0,126211;0,172006;0,089594;-2,375202;-0,063936;24,103465
18:01:22,232;379,250333;0,111503;0,122536;0,16925;-0,212308;-2,716449;-0,352696;24,090338
18:01:22,242;380,193295;0,113603;0,125161;0,166494;0,050215;-2,440826;-0,182065;24,07721
18:01:22,252;378,307372;0,106252;0,121486;0,16925;-0,225434;-2,847698;-0,405198;24,142847
18:01:22,262;379,721814;0,110977;0,122011;0,171087;0,076467;-2,296452;-0,063936;24,090338
18:01:22,272;382,550699;0,102577;0,122011;0,164656;-0,277938;-2,690199;-0,378947;24,090338
18:01:22,282;379,721814;0,111503;0,129887;0,16925;0,023963;-2,480201;-0,077062;24,07721
18:01:22,292;381,607737;0,110452;0,124111;0,173844;-0,251686;-2,519576;-0,365821;24,07721
18:01:22,302;381,607737;0,113078;0,127787;0,172006;0,089594;-2,217703;-0,050811;24,07721
18:01:22,312;380,193295;0,107302;0,118336;0,167413;-0,23856;-2,729574;-0,33957;24,090338
18:01:22,322;381,607737;0,112028;0,130412;0,171087;0,037089;-2,375202;-0,02456;24,050956
18:01:22,332;379,250333;0,109402;0,122536;0,16925;-0,264812;-2,834573;-0,431448;24,103465
18:01:22,342;377,36441;0,110452;0,122536;0,168331;0,10272;-2,283327;-0,063936;24,064083
18:01:22,352;380,193295;0,105202;0,121486;0,170169;-0,23856;-2,690199;-0,444574;24,064083
18:01:22,362;379,721814;0,114653;0,126211;0,16925;0,089594;-2,532701;-0,063936;24,090338
18:01:22,372;379,250333;0,110977;0,123586;0,173844;-0,23856;-2,742699;-0,431448;24,142847
18:01:22,382;377,835891;0,114128;0,134087;0,16925;0,076467;-2,335827;-0,129563;24,064083
18:01:22,392;378,778852;0,111503;0,120436;0,172006;-0,199182;-2,716449;-0,405198;24,07721
18:01:22,402;382,079218;0,112553;0,129887;0,171087;0,037089;-2,388327;-0,077062;24,050956
18:01:22,412;377,835891;0,113078;0,123061;0,16925;-0,186055;-2,768949;-0,418323;24,064083
18:01:22,422;375,007006;0,109927;0,122011;0,170169;0,063341;-2,375202;-0,077062;24,116592
18:01:22,432;379,250333;0,110977;0,121486;0,16925;-0,225434;-2,873948;-0,352696;24,07721
18:01:22,442;380,664776;0,109927;0,120961;0,171087;0,063341;-2,480201;-0,155814;24,064083
18:01:22,452;377,835891;0,109927;0,118336;0,166494;-0,146677;-2,716449;-0,378947;24,116592
18:01:22,462;378,778852;0,112028;0,120436;0,170169;0,063341;-2,414576;-0,077062;24,050956
18:01:22,472;379,721814;0,107827;0,118861;0,168331;-0,251686;-2,650825;-0,33957;24,064083
18:01:22,482;380,664776;0,104677;0,126211;0,166494;0,010837;-2,440826;-0,063936;24,07721
18:01:22,492;384,436622;0,107827;0,122011;0,168331;-0,225434;-2,61145;-0,392072;24,037828
18:01:22,502;382,550699;0,108352;0,121486;0,170169;0,063341;-2,296452;-0,090187;24,07721
18:01:22,512;380,664776;0,104152;0,122536;0,170169;-0,212308;-2,768949;-0,326445;24,07721
18:01:22,522;380,193295;0,105202;0,123061;0,16925;0,076467;-2,335827;-0,077062;24,103465
18:01:22,532;381,607737;0,107827;0,122011;0,173844;-0,225434;-2,690199;-0,418323;24,07721
18:01:22,542;380,193295;0,107827;0,122536;0,16925;0,076467;-2,493326;-0,129563;24,07721
18:01:22,552;380,193295;0,110977;0,126211;0,171087;-0,199182;-2,808324;-0,326445;24,07721
18:01:22,562;378,307372;0,108877;0,127787;0,170169;0,037089;-2,401452;-0,103313;24,064083
18:01:22,572;377,36441;0,114653;0,119386;0,175681;-0,146677;-2,703324;-0,33957;24,12972
18:01:22,582;380,193295;0,115178;0,127261;0,172006;0,037089;-2,427701;-0,16894;24,064083
18:01:22,592;378,778852;0,109402;0,122011;0,168331;-0,186055;-2,729574;-0,365821;24,103465
18:01:22,602;381,136257;0,106777;0,120436;0,16925;0,010837;-2,427701;-0,208316;24,142847
18:01:22,612;380,193295;0,110452;0,123586;0,172006;-0,212308;-2,6377;-0,365821;24,050956
18:01:22,622;383,02218;0,110452;0,123061;0,171087;0,037089;-2,440826;-0,063936;24,064083
18:01:22,632;379,721814;0,108877;0,124111;0,167413;-0,212308;-2,887073;-0,365821;24,011574
18:01:22,642;382,550699;0,106777;0,125686;0,171087;0,023963;-2,322702;-0,050811;24,116592
18:01:22,652;383,02218;0,114653;0,130412;0,172006;-0,251686;-2,729574;-0,300194;24,050956
18:01:22,662;378,778852;0,105727;0,119911;0,167413;0,037089;-2,493326;-0,063936;24,103465
18:01:22,672;379,721814;0,112028;0,125161;0,16925;-0,199182;-2,6377;-0,326445;24,103465
18:01:22,682;381,607737;0,104677;0,119386;0,172925;0,037089;-2,283327;-0,116438;24,07721
18:01:22,692;379,250333;0,116753;0,126736;0,170169;-0,199182;-2,650825;-0,365821;24,090338
18:01:22,702;379,250333;0,110977;0,124111;0,168331;0,037089;-2,506451;-0,142689;24,12972
18:01:22,712;380,193295;0,106777;0,125686;0,171087;-0,23856;-2,677075;-0,31332;24,037828
18:01:22,722;381,607737;0,104677;0,123586;0,16925;0,076467;-2,401452;-0,090187;24,064083
18:01:22,732;381,607737;0,107827;0,119911;0,170169;-0,186055;-2,755824;-0,33957;24,07721
18:01:22,742;383,493661;0,103627;0,120961;0,172006;0,050215;-2,506451;-0,116438;24,037828
18:01:22,752;381,136257;0,109402;0,122011;0,166494;-0,199182;-2,690199;-0,33957;24,116592
18:01:22,762;380,664776;0,115178;0,122011;0,172006;0,023963;-2,375202;-0,063936;23,998446
18:01:22,772;379,250333;0,108877;0,121486;0,171087;-0,212308;-2,808324;-0,378947;24,090338
18:01:22,782;381,136257;0,104677;0,123586;0,170169;0,076467;-2,506451;-0,116438;24,050956
18:01:22,792;385,851065;0,103627;0,127261;0,167413;-0,212308;-2,61145;-0,405198;24,07721
18:01:22,802;381,607737;0,109927;0,119911;0,170169;0,023963;-2,427701;-0,142689;24,116592
18:01:22,812;379,250333;0,110977;0,120961;0,168331;-0,23856;-2,808324;-0,431448;24,090338
18:01:22,822;377,36441;0,110452;0,119386;0,170169;0,010837;-2,493326;-0,063936;24,07721
18:01:22,832;378,307372;0,110452;0,125161;0,170169;-0,277938;-2,5852;-0,326445;24,024701
18:01:22,842;382,079218;0,111503;0,125161;0,168331;0,023963;-2,401452;-0,050811;24,037828
18:01:22,852;380,193295;0,105202;0,121486;0,173844;-0,251686;-2,716449;-0,405198;24,12972
18:01:22,862;383,02218;0,108352;0,124636;0,171087;0,115846;-2,375202;-0,011435;24,024701
18:01:22,872;381,607737;0,106252;0,122011;0,172925;-0,225434;-2,66395;-0,444574;24,12972
18:01:22,882;379,250333;0,105202;0,120961;0,170169;0,063341;-2,467076;-0,063936;24,07721
18:01:22,892;380,193295;0,107302;0,125686;0,172006;-0,225434;-2,768949;-0,31332;24,090338
18:01:22,902;383,02218;0,107302;0,123061;0,172006;0,037089;-2,453951;-0,077062;24,064083
18:01:22,912;381,136257;0,107302;0,125161;0,167413;-0,212308;-2,545825;-0,365821;24,07721
18:01:22,922;382,079218;0,112553;0,125161;0,170169;0,076467;-2,388327;-0,063936;23,998446
18:01:22,932;379,721814;0,109927;0,125686;0,16925;-0,172929;-2,598325;-0,33957;24,116592
18:01:22,942;381,136257;0,106777;0,118861;0,167413;0,10272;-2,440826;-0,090187;24,07721
18:01:22,952;378,778852;0,108352;0,117811;0,164656;-0,23856;-2,6377;-0,457699;24,12972
18:01:22,962;383,02218;0,110452;0,119386;0,16925;0,050215;-2,545825;-0,103313;24,090338
18:01:22,972;381,607737;0,108352;0,121486;0,168331;-0,264812;-2,690199;-0,48395;24,103465
18:01:22,982;383,02218;0,113603;0,121486;0,167413;0,089594;-2,362077;-0,063936;24,064083
18:01:22,992;383,493661;0,117278;0,123586;0,168331;-0,23856;-2,532701;-0,378947;24,024701
18:01:23,002;383,02218;0,109402;0,121486;0,16925;0,037089;-2,519576;-0,129563;24,155974
18:01:23,012;382,550699;0,118328;0,126211;0,166494;-0,251686;-2,6377;-0,444574;24,116592
18:01:23,022;381,607737;0,112553;0,125686;0,167413;0,089594;-2,401452;-0,02456;24,07721
18:01:23,032;384,436622;0,117803;0,138812;0,168331;-0,251686;-2,703324;-0,378947;24,12972
18:01:23,042;381,136257;0,115178;0,123061;0,168331;0,076467;-2,624575;-0,103313;24,090338
18:01:23,052;382,079218;0,106777;0,122536;0,16925;-0,225434;-2,650825;-0,352696;24,12972
18:01:23,062;384,436622;0,107827;0,125686;0,171087;0,050215;-2,270203;-0,116438;23,972192
18:01:23,072;380,664776;0,103627;0,119911;0,171087;-0,23856;-2,66395;-0,365821;24,142847
18:01:23,082;383,493661;0,109402;0,126211;0,172006;0,115846;-2,322702;-0,02456;24,037828
18:01:23,092;381,136257;0,112028;0,129887;0,166494;-0,225434;-2,55895;-0,326445;24,037828
18:01:23,102;381,136257;0,110452;0,128312;0,175681;0,063341;-2,335827;0,014816;24,050956
18:01:23,112;388,67995;0,112028;0,126736;0,16925;-0,251686;-2,742699;-0,392072;24,090338
18:01:23,122;382,079218;0,110452;0,124636;0,172925;0,050215;-2,362077;-0,050811;24,103465
18:01:23,132;381,607737;0,111503;0,121486;0,168331;-0,199182;-2,729574;-0,418323;24,064083
18:01:23,142;382,550699;0,106777;0,128837;0,171087;0,050215;-2,257078;-0,050811;24,12972
18:01:23,152;379,721814;0,108877;0,125686;0,167413;-0,212308;-2,703324;-0,392072;24,064083
18:01:23,162;380,664776;0,111503;0,124111;0,167413;0,037089;-2,467076;-0,077062;24,050956
18:01:23,172;383,493661;0,112553;0,124111;0,166494;-0,225434;-2,703324;-0,405198;24,090338
18:01:23,182;383,02218;0,110977;0,120436;0,172006;0,089594;-2,427701;-0,011435;24,064083
18:01:23,192;382,079218;0,105727;0,119386;0,168331;-0,212308;-2,768949;-0,378947;24,116592
18:01:23,202;380,193295;0,105727;0,123586;0,172006;0,037089;-2,506451;-0,077062;24,050956
18:01:23,212;383,02218;0,111503;0,119911;0,16925;-0,225434;-2,716449;-0,378947;24,090338
18:01:23,222;382,079218;0,112028;0,125686;0,172925;0,076467;-2,414576;-0,103313;24,090338
18:01:23,232;383,02218;0,112028;0,124111;0,168331;-0,199182;-2,677075;-0,365821;24,050956
18:01:23,242;384,908103;0,109402;0,120961;0,167413;0,063341;-2,427701;-0,063936;24,050956
18:01:23,252;382,079218;0,105727;0,118861;0,170169;-0,251686;-2,677075;-0,326445;24,103465
18:01:23,262;381,607737;0,107302;0,119911;0,16925;0,063341;-2,440826;-0,077062;24,024701
18:01:23,272;383,493661;0,109402;0,121486;0,165575;-0,199182;-2,690199;-0,352696;24,090338
18:01:23,282;384,908103;0,114128;0,124636;0,174762;0,050215;-2,362077;-0,02456;24,037828
18:01:23,292;382,550699;0,110452;0,121486;0,167413;-0,212308;-2,729574;-0,392072;24,07721
18:01:23,302;381,607737;0,110452;0,122011;0,164656;0,076467;-2,309577;-0,090187;24,103465
18:01:23,312;382,550699;0,111503;0,120436;0,167413;-0,264812;-2,624575;-0,431448;24,064083
18:01:23,322;383,493661;0,109927;0,116761;0,172925;0,076467;-2,467076;-0,090187;24,07721
18:01:23,332;383,493661;0,110452;0,123586;0,167413;-0,186055;-2,61145;-0,418323;24,090338
18:01:23,342;383,02218;0,104677;0,118861;0,16925;0,050215;-2,243953;-0,050811;24,050956
18:01:23,352;381,607737;0,108877;0,123061;0,172006;-0,212308;-2,729574;-0,431448;24,07721
18:01:23,362;383,02218;0,109927;0,123061;0,167413;0,10272;-2,440826;-0,103313;24,103465
18:01:23,372;380,193295;0,112028;0,119911;0,168331;-0,212308;-2,716449;-0,392072;24,050956
18:01:23,382;384,436622;0,109927;0,118861;0,165575;0,037089;-2,375202;-0,037685;24,024701
18:01:23,392;384,436622;0,113078;0,127787;0,170169;-0,212308;-2,729574;-0,33957;24,103465
18:01:23,402;383,02218;0,113078;0,121486;0,166494;0,063341;-2,532701;-0,103313;24,064083
18:01:23,412;380,193295;0,111503;0,119911;0,168331;-0,186055;-2,650825;-0,326445;24,090338
18:01:23,422;383,02218;0,116228;0,128312;0,171087;0,037089;-2,401452;-0,077062;24,116592
18:01:23,432;382,550699;0,107302;0,123061;0,162819;-0,225434;-2,716449;-0,326445;24,090338
18:01:23,442;380,193295;0,112028;0,133037;0,174762;0,010837;-2,427701;-0,077062;24,064083
18:01:23,452;379,721814;0,111503;0,130412;0,166494;-0,186055;-2,650825;-0,33957;24,050956
18:01:23,462;383,493661;0,118853;0,138287;0,173844;0,010837;-2,388327;-0,077062;24,050956
18:01:23,472;382,550699;0,107302;0,120961;0,167413;-0,225434;-2,808324;-0,365821;24,064083
18:01:23,482;383,02218;0,110977;0,123586;0,167413;0,023963;-2,348952;-0,116438;24,103465
18:01:23,492;382,079218;0,113603;0,119911;0,16925;-0,186055;-2,624575;-0,326445;24,07721
18:01:23,502;383,493661;0,105727;0,119911;0,166494;-0,002289;-2,375202;-0,142689;24,116592
18:01:23,512;385,379584;0,115178;0,122536;0,16925;-0,225434;-2,545825;-0,365821;24,090338
18:01:23,522;381,607737;0,109927;0,129887;0,168331;0,037089;-2,401452;-0,103313;24,050956
18:01:23,532;381,136257;0,115178;0,128837;0,170169;-0,199182;-2,6377;-0,326445;24,090338
18:01:23,542;380,664776;0,110452;0,119911;0,167413;0,076467;-2,440826;-0,063936;24,064083
18:01:23,552;382,550699;0,112553;0,123586;0,166494;-0,199182;-2,742699;-0,352696;24,090338
18:01:23,562;383,493661;0,114128;0,124111;0,170169;0,037089;-2,322702;-0,090187;24,011574
18:01:23,572;382,079218;0,109927;0,123586;0,171087;-0,212308;-2,5852;-0,31332;24,090338
18:01:23,582;383,493661;0,118328;0,127787;0,16925;0,050215;-2,388327;-0,142689;24,064083
18:01:23,592;381,136257;0,110452;0,121486;0,168331;-0,172929;-2,729574;-0,378947;24,103465
18:01:23,602;381,607737;0,108352;0,123586;0,167413;0,037089;-2,335827;-0,050811;24,116592
18:01:23,612;383,965142;0,119903;0,130937;0,164656;-0,159803;-2,66395;-0,31332;24,07721
18:01:23,622;383,02218;0,108352;0,126211;0,16925;0,050215;-2,506451;-0,077062;24,12972
18:01:23,632;383,965142;0,115703;0,122536;0,166494;-0,186055;-2,729574;-0,365821;24,116592
18:01:23,642;386,322546;0,108352;0,122011;0,172925;0,010837;-2,217703;-0,090187;24,064083
18:01:23,652;389,151431;0,113603;0,118861;0,168331;-0,146677;-2,650825;-0,260818;24,07721
18:01:23,662;383,965142;0,103627;0,119386;0,172006;0,063341;-2,427701;-0,142689;24,07721
18:01:23,672;381,136257;0,111503;0,127787;0,170169;-0,212308;-2,650825;-0,378947;24,090338
