Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
15:21:19,942;391,508835;0,109927;0,125686;0,172006;-0,724227;-2,453951;-0,825211;25,022379
15:21:19,952;392,451797;0,121478;0,125161;0,174762;-0,711101;-2,808324;-1,166472;25,061761
15:21:19,962;393,866239;0,113078;0,124636;0,177519;-0,697975;-2,572075;-0,825211;24,996124
15:21:19,972;394,809201;0,115703;0,133037;0,173844;-0,737353;-2,834573;-1,127096;25,074888
15:21:19,982;392,923277;0,112553;0,128837;0,171087;-0,632344;-2,519576;-0,825211;25,035506
15:21:19,992;392,451797;0,114128;0,126736;0,173844;-0,724227;-2,716449;-1,179598;25,022379
15:21:20,002;391,508835;0,110452;0,133562;0,172925;-0,711101;-2,467076;-0,759584;24,996124
15:21:20,012;391,508835;0,118328;0,125161;0,172006;-0,75048;-2,926448;-1,140222;25,088015
15:21:20,022;395,752162;0,108352;0,127261;0,173844;-0,684849;-2,401452;-0,851462;25,101143
15:21:20,032;392,923277;0,110977;0,121486;0,170169;-0,724227;-2,847698;-1,205849;25,088015
15:21:20,042;392,451797;0,122528;0,132512;0,171087;-0,697975;-2,506451;-0,851462;25,048633
15:21:20,052;394,809201;0,108877;0,122536;0,16925;-0,724227;-2,900198;-1,179598;25,009251
15:21:20,062;391,980316;0,108877;0,124111;0,171087;-0,671723;-2,493326;-0,890838;25,061761
15:21:20,072;392,923277;0,110452;0,126736;0,172925;-0,737353;-2,900198;-1,140222;25,048633
15:21:20,082;396,695124;0,112028;0,123586;0,174762;-0,64547;-2,55895;-0,812086;25,061761
15:21:20,092;393,394758;0,106252;0,126736;0,16925;-0,776732;-2,755824;-1,140222;24,996124
15:21:20,102;392,923277;0,114653;0,128837;0,172925;-0,606092;-2,401452;-0,759584;25,061761
15:21:20,112;390,565873;0,112028;0,123061;0,174762;-0,75048;-2,847698;-1,113971;25,022379
15:21:20,122;392,923277;0,108352;0,124636;0,170169;-0,632344;-2,5852;-0,851462;25,035506
15:21:20,132;395,280682;0,111503;0,127787;0,172006;-0,737353;-2,847698;-1,192723;25,088015
15:21:20,142;393,866239;0,113078;0,127787;0,171087;-0,64547;-2,545825;-0,825211;24,996124
15:21:20,152;395,752162;0,115178;0,131462;0,177519;-0,763606;-2,939573;-1,127096;25,009251
15:21:20,162;392,451797;0,116753;0,127787;0,173844;-0,671723;-2,414576;-0,785835;25,009251
15:21:20,172;394,33772;0,116753;0,135137;0,172925;-0,75048;-2,755824;-1,140222;24,982997
15:21:20,182;395,280682;0,115178;0,127261;0,173844;-0,64547;-2,414576;-0,851462;25,035506
15:21:20,192;393,866239;0,118853;0,125161;0,172006;-0,737353;-2,873948;-1,140222;24,930487
15:21:20,202;394,33772;0,114653;0,129887;0,173844;-0,671723;-2,506451;-0,812086;25,048633
15:21:20,212;394,33772;0,114128;0,124111;0,172925;-0,711101;-2,821448;-1,218974;25,061761
15:21:20,222;394,33772;0,110977;0,123061;0,171087;-0,658597;-2,5852;-0,812086;24,996124
15:21:20,232;393,866239;0,109402;0,125161;0,172006;-0,711101;-2,755824;-1,166472;25,061761
15:21:20,242;393,866239;0,116753;0,135662;0,16925;-0,658597;-2,532701;-0,825211;25,022379
15:21:20,252;392,923277;0,106777;0,126211;0,168331;-0,75048;-2,821448;-1,153347;25,048633
15:21:20,262;394,33772;0,113603;0,129887;0,170169;-0,658597;-2,61145;-0,812086;24,996124
15:21:20,272;392,451797;0,107827;0,122011;0,174762;-0,75048;-2,847698;-1,192723;25,022379
15:21:20,282;391,037354;0,111503;0,125161;0,16925;-0,64547;-2,6377;-0,759584;24,982997
15:21:20,292;393,866239;0,123053;0,128837;0,16925;-0,75048;-3,005197;-1,218974;25,061761
15:21:20,302;392,923277;0,112028;0,128312;0,168331;-0,64547;-2,61145;-0,877713;25,022379
15:21:20,312;394,33772;0,114128;0,126211;0,172006;-0,711101;-2,755824;-1,140222;25,035506
15:21:20,322;389,151431;0,108877;0,124111;0,173844;-0,684849;-2,5852;-0,825211;25,061761
15:21:20,332;395,752162;0,113078;0,128312;0,167413;-0,711101;-2,900198;-1,179598;25,048633
15:21:20,342;395,752162;0,113078;0,125161;0,173844;-0,671723;-2,598325;-0,825211;25,009251
15:21:20,352;393,394758;0,113078;0,124636;0,170169;-0,763606;-2,821448;-1,25835;25,048633
15:21:20,362;392,451797;0,110977;0,126211;0,172925;-0,684849;-2,677075;-0,77271;25,022379
15:21:20,372;393,394758;0,111503;0,125686;0,173844;-0,776732;-2,900198;-1,153347;25,009251
15:21:20,382;395,280682;0,113078;0,124636;0,173844;-0,671723;-2,480201;-0,79896;25,022379
15:21:20,392;394,809201;0,112553;0,128837;0,172925;-0,763606;-2,782074;-1,179598;24,996124
15:21:20,402;393,866239;0,112553;0,123586;0,168331;-0,64547;-2,5852;-0,812086;25,061761
15:21:20,412;393,394758;0,112028;0,127787;0,173844;-0,724227;-2,860823;-1,205849;25,022379
15:21:20,422;391,980316;0,109402;0,127261;0,170169;-0,724227;-2,519576;-0,825211;25,009251
15:21:20,432;392,451797;0,110452;0,119911;0,16925;-0,737353;-2,978947;-1,179598;25,074888
15:21:20,442;395,752162;0,116228;0,128837;0,173844;-0,671723;-2,66395;-0,864588;24,996124
15:21:20,452;393,866239;0,116753;0,125686;0,167413;-0,711101;-2,677075;-1,074594;25,022379
15:21:20,462;393,394758;0,111503;0,129362;0,172925;-0,658597;-2,572075;-0,890838;25,035506
15:21:20,472;395,280682;0,115178;0,134612;0,166494;-0,711101;-2,795199;-1,153347;24,996124
15:21:20,482;393,394758;0,113603;0,132512;0,174762;-0,671723;-2,61145;-0,877713;25,048633
15:21:20,492;392,923277;0,109402;0,123061;0,172925;-0,75048;-2,847698;-1,08772;25,048633
15:21:20,502;394,33772;0,105727;0,120961;0,171087;-0,711101;-2,453951;-0,838337;24,956742
15:21:20,512;393,394758;0,108877;0,121486;0,172925;-0,75048;-2,978947;-1,153347;25,009251
15:21:20,522;394,33772;0,122003;0,129887;0,171087;-0,697975;-2,467076;-0,825211;25,022379
15:21:20,532;396,223643;0,109402;0,124636;0,173844;-0,737353;-2,834573;-1,113971;25,035506
15:21:20,542;392,923277;0,111503;0,130937;0,172006;-0,632344;-2,480201;-0,864588;24,996124
15:21:20,552;393,394758;0,110977;0,127787;0,171087;-0,697975;-2,887073;-1,140222;25,088015
15:21:20,562;392,923277;0,114653;0,126736;0,172006;-0,684849;-2,6377;-0,917089;24,996124
15:21:20,572;395,752162;0,113078;0,126736;0,168331;-0,724227;-2,66395;-1,140222;25,061761
15:21:20,582;393,866239;0,118853;0,131987;0,170169;-0,724227;-2,650825;-0,930215;25,009251
15:21:20,592;394,33772;0,115703;0,125686;0,170169;-0,763606;-2,926448;-1,100845;24,996124
15:21:20,602;394,809201;0,109402;0,130412;0,171087;-0,697975;-2,309577;-0,851462;24,982997
15:21:20,612;393,866239;0,112028;0,126211;0,16925;-0,711101;-2,808324;-1,192723;25,022379
15:21:20,622;394,33772;0,108352;0,125161;0,174762;-0,711101;-2,506451;-0,930215;25,009251
15:21:20,632;393,394758;0,107302;0,122011;0,16925;-0,724227;-2,992072;-1,127096;25,009251
15:21:20,642;393,394758;0,114128;0,134087;0,16925;-0,658597;-2,5852;-0,917089;25,11427
15:21:20,652;394,33772;0,109927;0,124111;0,170169;-0,75048;-2,834573;-1,166472;25,009251
15:21:20,662;393,394758;0,110452;0,122536;0,168331;-0,697975;-2,677075;-0,851462;25,048633
15:21:20,672;392,451797;0,107827;0,128837;0,172006;-0,737353;-2,782074;-1,153347;24,996124
15:21:20,682;393,394758;0,113603;0,125686;0,171087;-0,684849;-2,598325;-0,864588;24,996124
15:21:20,692;393,866239;0,109402;0,123586;0,172006;-0,763606;-2,808324;-1,179598;25,088015
15:21:20,702;392,923277;0,117278;0,130937;0,172006;-0,724227;-2,467076;-0,812086;24,982997
15:21:20,712;394,33772;0,108877;0,126736;0,171087;-0,697975;-2,992072;-1,179598;25,074888
15:21:20,722;395,280682;0,108352;0,125161;0,1766;-0,684849;-2,427701;-0,890838;25,035506
15:21:20,732;395,752162;0,114128;0,124636;0,16925;-0,697975;-2,965822;-1,153347;25,035506
15:21:20,742;393,866239;0,112553;0,128837;0,172006;-0,697975;-2,467076;-0,890838;24,996124
15:21:20,752;395,280682;0,106777;0,121486;0,16925;-0,724227;-2,834573;-1,140222;25,074888
15:21:20,762;395,752162;0,108352;0,125686;0,172925;-0,697975;-2,506451;-0,864588;25,061761
15:21:20,772;393,866239;0,122003;0,126736;0,172925;-0,684849;-2,847698;-1,153347;24,982997
15:21:20,782;393,866239;0,107302;0,125161;0,173844;-0,697975;-2,506451;-0,890838;24,996124
15:21:20,792;392,923277;0,115703;0,130412;0,16925;-0,724227;-2,887073;-1,218974;25,061761
15:21:20,802;394,33772;0,111503;0,128312;0,173844;-0,684849;-2,545825;-0,864588;25,11427
15:21:20,812;394,809201;0,113078;0,124111;0,175681;-0,75048;-2,887073;-1,2321;25,009251
15:21:20,822;396,695124;0,110977;0,129362;0,16925;-0,684849;-2,480201;-0,877713;25,009251
15:21:20,832;391,037354;0,112553;0,129362;0,168331;-0,711101;-2,873948;-1,179598;25,101143
15:21:20,842;393,394758;0,120428;0,129362;0,16925;-0,684849;-2,519576;-0,851462;25,048633
15:21:20,852;392,923277;0,120428;0,133562;0,171087;-0,776732;-2,887073;-1,140222;25,009251
15:21:20,862;394,33772;0,111503;0,124111;0,171087;-0,658597;-2,545825;-0,917089;25,009251
15:21:20,872;395,280682;0,114128;0,129887;0,172006;-0,711101;-2,847698;-1,140222;25,048633
15:21:20,882;397,638086;0,109927;0,127261;0,172006;-0,671723;-2,598325;-0,864588;24,982997
15:21:20,892;392,451797;0,111503;0,122536;0,166494;-0,763606;-2,965822;-1,218974;25,009251
15:21:20,902;392,923277;0,107302;0,120961;0,171087;-0,724227;-2,55895;-0,890838;25,022379
15:21:20,912;393,866239;0,117278;0,133037;0,168331;-0,684849;-2,847698;-1,2321;25,022379
15:21:20,922;392,451797;0,109402;0,125686;0,16925;-0,658597;-2,598325;-0,825211;25,009251
15:21:20,932;394,809201;0,114653;0,122011;0,171087;-0,724227;-2,834573;-1,153347;25,009251
15:21:20,942;395,752162;0,108877;0,124636;0,16925;-0,684849;-2,467076;-0,77271;25,009251
15:21:20,952;393,866239;0,109927;0,119911;0,172925;-0,737353;-2,768949;-1,166472;25,11427
15:21:20,962;395,280682;0,113078;0,129887;0,168331;-0,658597;-2,690199;-0,825211;25,035506
15:21:20,972;394,809201;0,108352;0,121486;0,172006;-0,724227;-2,821448;-1,140222;25,074888
15:21:20,982;397,638086;0,109927;0,123061;0,171087;-0,684849;-2,6377;-0,707082;25,048633
15:21:20,992;394,33772;0,117803;0,127261;0,173844;-0,724227;-2,716449;-1,153347;24,996124
15:21:21,002;394,809201;0,116753;0,128312;0,172006;-0,697975;-2,66395;-0,851462;24,996124
15:21:21,012;391,508835;0,116228;0,124636;0,16925;-0,711101;-2,887073;-1,127096;25,074888
15:21:21,022;394,33772;0,110977;0,126211;0,175681;-0,684849;-2,453951;-0,890838;25,061761
15:21:21,032;389,622912;0,109927;0,125686;0,174762;-0,737353;-2,847698;-1,153347;25,009251
15:21:21,042;393,394758;0,114128;0,131462;0,173844;-0,684849;-2,677075;-0,877713;25,035506
15:21:21,052;393,394758;0,114653;0,135662;0,179356;-0,658597;-2,768949;-1,179598;25,061761
15:21:21,062;393,394758;0,110977;0,125686;0,172925;-0,671723;-2,598325;-0,746459;24,982997
15:21:21,072;393,866239;0,110977;0,129362;0,172006;-0,724227;-2,834573;-1,166472;24,996124
15:21:21,082;393,866239;0,115178;0,132512;0,16925;-0,684849;-2,532701;-0,77271;25,074888
15:21:21,092;393,866239;0,112553;0,126211;0,171087;-0,697975;-2,834573;-1,205849;25,009251
15:21:21,102;397,166605;0,114653;0,122536;0,172006;-0,697975;-2,545825;-0,825211;24,996124
15:21:21,112;393,866239;0,115178;0,126736;0,172006;-0,724227;-2,847698;-1,166472;25,022379
15:21:21,122;392,451797;0,108877;0,124636;0,16925;-0,697975;-2,5852;-0,851462;24,996124
15:21:21,132;392,451797;0,107827;0,120436;0,16925;-0,724227;-2,729574;-1,113971;25,035506
15:21:21,142;392,923277;0,109402;0,128312;0,172006;-0,671723;-2,624575;-0,917089;25,048633
15:21:21,152;393,866239;0,113603;0,133037;0,16925;-0,711101;-2,821448;-1,127096;25,048633
15:21:21,162;394,809201;0,113078;0,128312;0,168331;-0,658597;-2,493326;-0,864588;25,035506
15:21:21,172;391,037354;0,108352;0,122536;0,171087;-0,684849;-2,808324;-1,113971;24,996124
15:21:21,182;394,33772;0,110452;0,125161;0,173844;-0,684849;-2,545825;-0,969591;25,009251
15:21:21,192;393,394758;0,110452;0,131987;0,171087;-0,711101;-2,847698;-1,100845;25,009251
15:21:21,202;392,923277;0,117803;0,133037;0,174762;-0,697975;-2,506451;-0,917089;25,009251
15:21:21,212;393,394758;0,109927;0,125686;0,171087;-0,737353;-2,782074;-1,100845;24,969869
15:21:21,222;393,394758;0,112028;0,126736;0,1766;-0,684849;-2,61145;-0,930215;25,11427
15:21:21,232;393,394758;0,112028;0,122536;0,175681;-0,697975;-2,729574;-1,127096;25,035506
15:21:21,242;391,980316;0,107827;0,123586;0,16925;-0,711101;-2,5852;-0,877713;24,969869
15:21:21,252;392,923277;0,114128;0,130937;0,172925;-0,697975;-2,729574;-1,140222;25,035506
15:21:21,262;392,923277;0,107827;0,127261;0,175681;-0,64547;-2,61145;-0,930215;24,982997
15:21:21,272;391,508835;0,111503;0,131462;0,175681;-0,724227;-2,808324;-1,100845;25,048633
15:21:21,282;391,037354;0,111503;0,126211;0,172925;-0,684849;-2,545825;-0,969591;24,982997
15:21:21,292;390,565873;0,117803;0,124111;0,172925;-0,697975;-2,795199;-1,113971;25,022379
15:21:21,302;393,866239;0,114653;0,125686;0,172925;-0,724227;-2,519576;-0,982716;25,088015
15:21:21,312;391,980316;0,114653;0,132512;0,172925;-0,697975;-2,768949;-1,140222;25,035506
15:21:21,322;394,33772;0,107302;0,125686;0,172925;-0,724227;-2,532701;-0,890838;24,996124
15:21:21,332;394,33772;0,116228;0,128312;0,173844;-0,671723;-2,887073;-1,192723;25,061761
15:21:21,342;394,809201;0,115178;0,129887;0,172006;-0,697975;-2,61145;-0,94334;25,048633
15:21:21,352;392,923277;0,111503;0,129362;0,172006;-0,684849;-2,795199;-1,140222;25,061761
15:21:21,362;391,508835;0,120953;0,133562;0,167413;-0,737353;-2,598325;-0,94334;25,048633
15:21:21,372;393,394758;0,110977;0,127787;0,1766;-0,684849;-2,900198;-1,127096;25,061761
15:21:21,382;390,094392;0,115178;0,131462;0,172006;-0,711101;-2,545825;-0,851462;24,943615
15:21:21,392;392,923277;0,117278;0,126736;0,172925;-0,671723;-2,690199;-1,205849;25,074888
15:21:21,402;391,980316;0,108877;0,126211;0,172006;-0,684849;-2,480201;-0,890838;24,969869
15:21:21,412;390,565873;0,110452;0,119911;0,172925;-0,658597;-2,795199;-1,127096;25,048633
15:21:21,422;393,394758;0,115703;0,132512;0,175681;-0,697975;-2,690199;-0,94334;25,048633
15:21:21,432;391,508835;0,110977;0,130937;0,172006;-0,671723;-2,873948;-1,140222;25,048633
15:21:21,442;390,094392;0,115178;0,132512;0,175681;-0,737353;-2,55895;-0,917089;25,022379
15:21:21,452;390,565873;0,114128;0,122536;0,170169;-0,671723;-2,847698;-1,205849;25,022379
15:21:21,462;392,451797;0,107827;0,123586;0,172925;-0,684849;-2,519576;-0,903964;25,009251
15:21:21,472;390,094392;0,122528;0,125686;0,181193;-0,671723;-2,782074;-1,100845;25,035506
15:21:21,482;391,037354;0,112553;0,129887;0,171087;-0,684849;-2,532701;-0,890838;25,074888
15:21:21,492;392,923277;0,112028;0,127787;0,180275;-0,671723;-2,860823;-1,140222;25,022379
15:21:21,502;391,508835;0,111503;0,128312;0,171087;-0,671723;-2,55895;-0,917089;25,048633
15:21:21,512;391,980316;0,114128;0,126211;0,173844;-0,697975;-2,742699;-1,140222;25,035506
15:21:21,522;392,923277;0,114128;0,129887;0,172006;-0,697975;-2,545825;-0,903964;25,022379
15:21:21,532;391,037354;0,109927;0,122011;0,170169;-0,684849;-2,729574;-1,127096;25,074888
15:21:21,542;393,394758;0,117278;0,126211;0,171087;-0,724227;-2,66395;-0,903964;24,982997
15:21:21,552;387,736988;0,110452;0,128837;0,167413;-0,711101;-2,768949;-1,074594;25,022379
15:21:21,562;394,33772;0,103627;0,119386;0,175681;-0,711101;-2,572075;-0,838337;25,035506
15:21:21,572;394,809201;0,110977;0,126211;0,170169;-0,684849;-2,834573;-1,100845;25,035506
15:21:21,582;392,451797;0,110452;0,124111;0,175681;-0,724227;-2,453951;-0,930215;25,022379
15:21:21,592;392,451797;0,107827;0,124636;0,174762;-0,671723;-2,834573;-1,113971;25,035506
15:21:21,602;392,923277;0,110977;0,129887;0,1766;-0,724227;-2,572075;-0,890838;24,982997
15:21:21,612;390,094392;0,114128;0,130412;0,1766;-0,671723;-2,742699;-1,113971;25,022379
15:21:21,622;391,980316;0,110452;0,124636;0,175681;-0,671723;-2,519576;-0,903964;25,009251
15:21:21,632;391,980316;0,112553;0,128837;0,170169;-0,658597;-2,795199;-1,166472;25,101143
15:21:21,642;391,508835;0,109927;0,126211;0,172006;-0,684849;-2,677075;-0,903964;25,061761
15:21:21,652;390,565873;0,107302;0,121486;0,174762;-0,658597;-2,5852;-1,100845;25,035506
15:21:21,662;391,037354;0,111503;0,128837;0,174762;-0,697975;-2,677075;-0,864588;25,009251
15:21:21,672;391,037354;0,113603;0,128312;0,174762;-0,684849;-2,755824;-1,127096;25,061761
15:21:21,682;393,394758;0,118853;0,127261;0,16925;-0,671723;-2,66395;-0,877713;24,996124
15:21:21,692;391,037354;0,114653;0,119386;0,172006;-0,658597;-2,768949;-1,074594;25,009251
15:21:21,702;391,037354;0,125153;0,133562;0,175681;-0,724227;-2,650825;-0,917089;24,969869
15:21:21,712;393,866239;0,124628;0,120436;0,170169;-0,671723;-2,650825;-1,100845;25,035506
15:21:21,722;393,394758;0,108877;0,122536;0,175681;-0,724227;-2,5852;-0,890838;25,048633
15:21:21,732;391,037354;0,109927;0,129362;0,172006;-0,671723;-2,782074;-1,113971;25,022379
15:21:21,742;391,037354;0,107827;0,122011;0,174762;-0,737353;-2,650825;-0,864588;25,022379
15:21:21,752;391,508835;0,113603;0,137237;0,171087;-0,671723;-2,821448;-1,166472;25,009251
15:21:21,762;391,980316;0,108877;0,127261;0,172006;-0,697975;-2,677075;-0,79896;24,982997
15:21:21,772;391,037354;0,113603;0,130412;0,172006;-0,684849;-2,677075;-1,179598;25,022379
15:21:21,782;391,980316;0,109402;0,124636;0,172006;-0,684849;-2,703324;-0,903964;24,969869
15:21:21,792;391,508835;0,112028;0,119911;0,172925;-0,658597;-2,66395;-1,205849;25,061761
15:21:21,802;392,451797;0,112553;0,123061;0,173844;-0,697975;-2,6377;-0,956466;25,022379
15:21:21,812;389,622912;0,123578;0,133562;0,173844;-0,684849;-2,755824;-1,113971;25,088015
15:21:21,822;390,565873;0,110977;0,128312;0,170169;-0,724227;-2,716449;-0,982716;25,035506
15:21:21,832;391,980316;0,115703;0,124636;0,170169;-0,658597;-2,795199;-1,061469;24,956742
15:21:21,842;394,33772;0,110977;0,127787;0,173844;-0,697975;-2,61145;-0,956466;25,022379
15:21:21,852;392,923277;0,113603;0,125161;0,171087;-0,632344;-2,61145;-1,008967;25,009251
15:21:21,862;393,394758;0,109927;0,126211;0,177519;-0,684849;-2,6377;-0,995842;25,009251
15:21:21,872;391,037354;0,110977;0,126211;0,171087;-0,671723;-2,598325;-1,074594;25,048633
15:21:21,882;392,451797;0,108877;0,127261;0,172925;-0,711101;-2,703324;-1,008967;25,009251
15:21:21,892;392,923277;0,112553;0,123586;0,171087;-0,64547;-2,677075;-1,074594;25,009251
15:21:21,902;393,866239;0,115178;0,127261;0,171087;-0,724227;-2,834573;-0,956466;25,035506
15:21:21,912;390,094392;0,109927;0,124111;0,173844;-0,697975;-2,690199;-1,113971;25,048633
15:21:21,922;391,037354;0,109927;0,123586;0,174762;-0,724227;-2,690199;-0,930215;24,996124
15:21:21,932;397,638086;0,116753;0,129887;0,172925;-0,658597;-2,650825;-1,022093;24,996124
15:21:21,942;391,508835;0,112553;0,129362;0,172925;-0,697975;-2,572075;-1,022093;24,969869
15:21:21,952;391,508835;0,118328;0,133037;0,173844;-0,64547;-2,624575;-1,048344;25,009251
15:21:21,962;392,451797;0,112553;0,128837;0,171087;-0,763606;-2,6377;-1,035218;25,022379
15:21:21,972;392,923277;0,110452;0,124636;0,173844;-0,671723;-2,795199;-0,995842;24,982997
15:21:21,982;392,923277;0,112553;0,125686;0,174762;-0,75048;-2,624575;-0,969591;25,061761
15:21:21,992;393,394758;0,113078;0,132512;0,172925;-0,658597;-2,624575;-1,035218;25,022379
15:21:22,002;392,923277;0,113603;0,124111;0,172925;-0,75048;-2,650825;-1,008967;25,009251
15:21:22,012;391,980316;0,108877;0,122536;0,170169;-0,632344;-2,624575;-1,008967;25,074888
15:21:22,022;393,866239;0,112553;0,128312;0,172006;-0,737353;-2,66395;-1,061469;25,074888
15:21:22,032;389,151431;0,110452;0,130937;0,172925;-0,619218;-2,742699;-1,008967;25,009251
15:21:22,042;393,394758;0,110977;0,124111;0,172006;-0,737353;-2,808324;-0,917089;25,009251
15:21:22,052;391,037354;0,110452;0,129887;0,171087;-0,658597;-2,690199;-1,113971;25,048633
15:21:22,062;391,980316;0,112028;0,130412;0,174762;-0,724227;-2,61145;-0,94334;25,009251
15:21:22,072;395,752162;0,111503;0,126736;0,174762;-0,658597;-2,5852;-0,982716;24,969869
15:21:22,082;392,451797;0,111503;0,126211;0,173844;-0,711101;-2,61145;-1,035218;24,996124
15:21:22,092;391,980316;0,116228;0,131462;0,175681;-0,684849;-2,690199;-1,048344;25,035506
15:21:22,102;391,980316;0,112553;0,131462;0,173844;-0,75048;-2,624575;-0,930215;25,035506
15:21:22,112;392,451797;0,110452;0,128837;0,172006;-0,619218;-2,847698;-1,035218;25,088015
15:21:22,122;393,866239;0,111503;0,124636;0,171087;-0,724227;-2,624575;-1,08772;25,048633
15:21:22,132;392,923277;0,120428;0,123061;0,172006;-0,64547;-2,6377;-1,008967;24,982997
15:21:22,142;392,451797;0,110452;0,128312;0,177519;-0,737353;-2,650825;-0,982716;25,009251
15:21:22,152;391,980316;0,110452;0,131987;0,168331;-0,619218;-2,703324;-1,048344;25,009251
15:21:22,162;391,980316;0,112553;0,125161;0,1766;-0,776732;-2,742699;-0,930215;24,996124
15:21:22,172;393,866239;0,113603;0,127787;0,170169;-0,592966;-2,729574;-1,08772;25,009251
15:21:22,182;399,99549;0,114653;0,128837;0,177519;-0,711101;-2,6377;-0,917089;24,996124
15:21:22,192;388,67995;0,107302;0,124636;0,172925;-0,658597;-2,690199;-1,074594;25,009251
15:21:22,202;394,33772;0,118328;0,128837;0,171087;-0,75048;-2,598325;-0,956466;25,022379
15:21:22,212;393,866239;0,117278;0,136187;0,172925;-0,684849;-2,66395;-1,008967;24,982997
15:21:22,222;392,923277;0,112553;0,127787;0,170169;-0,697975;-2,5852;-0,94334;25,074888
