Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
15:01:22,482;391,508835;0,115703;0,125161;0,1766;-0,619218;-2,375202;-0,825211;25,009251
15:01:22,492;394,33772;0,117278;0,133037;0,177519;-0,566714;-2,6377;-0,956466;25,022379
15:01:22,502;393,394758;0,124103;0,139862;0,173844;-0,619218;-2,204578;-0,720208;24,982997
15:01:22,512;388,208469;0,107827;0,125161;0,16925;-0,632344;-2,716449;-0,982716;25,009251
15:01:22,522;392,451797;0,110452;0,125161;0,174762;-0,632344;-2,309577;-0,785835;25,035506
15:01:22,532;390,094392;0,109927;0,123586;0,172925;-0,619218;-2,493326;-0,995842;24,996124
15:01:22,542;390,565873;0,111503;0,124111;0,172006;-0,57984;-2,414576;-0,785835;25,088015
15:01:22,552;390,565873;0,116753;0,128312;0,175681;-0,671723;-2,716449;-0,969591;25,009251
15:01:22,562;390,565873;0,114653;0,124636;0,174762;-0,592966;-2,165203;-0,720208;25,022379
15:01:22,572;387,265507;0,113603;0,122536;0,172925;-0,632344;-2,532701;-0,94334;25,048633
15:01:22,582;394,33772;0,110452;0,127787;0,173844;-0,57984;-2,309577;-0,77271;25,009251
15:01:22,592;388,67995;0,114128;0,122536;0,171087;-0,711101;-2,598325;-1,022093;25,009251
15:01:22,602;393,394758;0,114128;0,128312;0,16925;-0,632344;-2,230828;-0,746459;24,956742
15:01:22,612;391,980316;0,108877;0,124111;0,171087;-0,57984;-2,61145;-0,94334;25,088015
15:01:22,622;390,094392;0,116753;0,134087;0,16925;-0,566714;-2,348952;-0,77271;24,982997
15:01:22,632;391,037354;0,108877;0,124111;0,175681;-0,57984;-2,55895;-0,982716;25,022379
15:01:22,642;394,809201;0,111503;0,127787;0,173844;-0,592966;-2,230828;-0,733333;25,022379
15:01:22,652;390,094392;0,108877;0,124111;0,171087;-0,632344;-2,506451;-0,94334;25,009251
15:01:22,662;391,508835;0,113603;0,126736;0,175681;-0,632344;-2,296452;-0,746459;25,088015
15:01:22,672;391,980316;0,109927;0,128312;0,172006;-0,64547;-2,506451;-1,074594;25,035506
15:01:22,682;392,923277;0,109927;0,126211;0,172006;-0,566714;-2,191453;-0,720208;24,982997
15:01:22,692;391,980316;0,109927;0,121486;0,168331;-0,632344;-2,677075;-1,08772;25,035506
15:01:22,702;393,394758;0,113078;0,125686;0,172925;-0,57984;-2,257078;-0,733333;25,048633
15:01:22,712;390,094392;0,115703;0,129887;0,172006;-0,658597;-2,598325;-1,008967;24,982997
15:01:22,722;393,866239;0,115703;0,124111;0,172925;-0,57984;-2,348952;-0,77271;24,982997
15:01:22,732;391,037354;0,106777;0,126211;0,175681;-0,658597;-2,650825;-1,022093;24,996124
15:01:22,742;391,508835;0,114653;0,125686;0,174762;-0,619218;-2,243953;-0,746459;25,022379
15:01:22,752;391,980316;0,108352;0,123061;0,172925;-0,64547;-2,5852;-1,035218;25,061761
15:01:22,762;392,923277;0,106777;0,124636;0,173844;-0,606092;-2,348952;-0,707082;24,996124
15:01:22,772;388,67995;0,111503;0,125686;0,174762;-0,619218;-2,519576;-1,048344;25,101143
15:01:22,782;391,508835;0,111503;0,131462;0,174762;-0,553587;-2,283327;-0,733333;25,048633
15:01:22,792;391,037354;0,111503;0,132512;0,171087;-0,592966;-2,598325;-1,008967;25,048633
15:01:22,802;391,037354;0,114128;0,125161;0,1766;-0,592966;-2,296452;-0,641455;24,943615
15:01:22,812;391,037354;0,114653;0,126211;0,177519;-0,658597;-2,532701;-0,995842;25,035506
15:01:22,822;392,451797;0,114128;0,128312;0,1766;-0,57984;-2,348952;-0,77271;25,022379
15:01:22,832;396,223643;0,130404;0,129362;0,172925;-0,619218;-2,6377;-1,048344;25,088015
15:01:22,842;395,280682;0,118853;0,121486;0,172006;-0,592966;-2,230828;-0,720208;25,061761
15:01:22,852;391,037354;0,113603;0,124111;0,171087;-0,64547;-2,55895;-1,061469;25,022379
15:01:22,862;390,565873;0,109402;0,127261;0,171087;-0,606092;-2,243953;-0,746459;25,035506
15:01:22,872;390,565873;0,112028;0,124636;0,172925;-0,632344;-2,624575;-1,061469;25,009251
15:01:22,882;391,980316;0,113078;0,124636;0,173844;-0,566714;-2,230828;-0,759584;25,022379
15:01:22,892;391,037354;0,110452;0,129887;0,171087;-0,658597;-2,677075;-1,008967;25,035506
15:01:22,902;392,451797;0,112028;0,127261;0,171087;-0,566714;-2,335827;-0,746459;25,035506
15:01:22,912;391,980316;0,110977;0,120961;0,170169;-0,671723;-2,506451;-1,022093;25,048633
15:01:22,922;392,451797;0,115178;0,126211;0,171087;-0,540461;-2,217703;-0,707082;24,969869
15:01:22,932;395,280682;0,109927;0,125161;0,171087;-0,64547;-2,677075;-1,061469;25,074888
15:01:22,942;392,451797;0,113603;0,122536;0,172006;-0,57984;-2,217703;-0,720208;24,982997
15:01:22,952;391,508835;0,116753;0,127261;0,171087;-0,606092;-2,467076;-0,956466;25,022379
15:01:22,962;391,980316;0,109402;0,124636;0,172925;-0,57984;-2,348952;-0,680832;25,022379
15:01:22,972;391,037354;0,108877;0,123586;0,170169;-0,566714;-2,453951;-0,956466;25,101143
15:01:22,982;388,208469;0,114653;0,127261;0,172925;-0,619218;-2,230828;-0,693957;25,009251
15:01:22,992;391,508835;0,119903;0,128837;0,172006;-0,632344;-2,55895;-0,995842;24,996124
15:01:23,002;392,451797;0,109927;0,124111;0,175681;-0,606092;-2,427701;-0,680832;25,074888
15:01:23,012;392,451797;0,112028;0,129887;0,177519;-0,632344;-2,55895;-1,022093;25,022379
15:01:23,022;392,923277;0,116228;0,127261;0,174762;-0,566714;-2,257078;-0,746459;25,035506
15:01:23,032;391,508835;0,110977;0,126211;0,173844;-0,64547;-2,545825;-1,074594;24,996124
15:01:23,042;390,565873;0,114653;0,128837;0,16925;-0,606092;-2,257078;-0,693957;25,009251
15:01:23,052;391,508835;0,108352;0,127261;0,175681;-0,671723;-2,335827;-0,969591;25,074888
15:01:23,062;391,508835;0,110977;0,123061;0,170169;-0,592966;-2,296452;-0,707082;24,982997
15:01:23,072;390,094392;0,113078;0,123061;0,172925;-0,658597;-2,572075;-1,074594;25,061761
15:01:23,082;394,809201;0,118328;0,127261;0,175681;-0,57984;-2,401452;-0,720208;25,022379
15:01:23,092;391,980316;0,112028;0,127787;0,172006;-0,632344;-2,467076;-1,035218;25,061761
15:01:23,102;391,037354;0,111503;0,129887;0,175681;-0,553587;-2,467076;-0,733333;25,009251
15:01:23,112;389,622912;0,118328;0,131987;0,171087;-0,671723;-2,572075;-1,035218;25,009251
15:01:23,122;389,151431;0,108352;0,124111;0,172925;-0,57984;-2,243953;-0,667706;25,022379
15:01:23,132;392,451797;0,116228;0,128312;0,175681;-0,57984;-2,467076;-0,982716;25,074888
15:01:23,142;392,451797;0,115178;0,128837;0,175681;-0,592966;-2,270203;-0,720208;24,996124
15:01:23,152;390,565873;0,109927;0,123586;0,172006;-0,606092;-2,624575;-1,035218;25,061761
15:01:23,162;391,508835;0,110977;0,125686;0,172006;-0,619218;-2,204578;-0,720208;25,061761
15:01:23,172;390,565873;0,109402;0,123586;0,175681;-0,632344;-2,6377;-1,008967;25,022379
15:01:23,182;391,508835;0,112553;0,126736;0,171087;-0,606092;-2,348952;-0,667706;25,009251
15:01:23,192;392,451797;0,111503;0,123061;0,173844;-0,64547;-2,453951;-1,008967;24,996124
15:01:23,202;393,866239;0,111503;0,125686;0,171087;-0,606092;-2,270203;-0,693957;25,061761
15:01:23,212;390,094392;0,112553;0,129362;0,174762;-0,684849;-2,5852;-0,995842;25,048633
15:01:23,222;389,622912;0,110452;0,127787;0,175681;-0,57984;-2,388327;-0,720208;24,982997
15:01:23,232;392,451797;0,110452;0,123586;0,172006;-0,658597;-2,55895;-1,048344;25,022379
15:01:23,242;393,866239;0,110977;0,125161;0,173844;-0,566714;-2,335827;-0,733333;25,035506
15:01:23,252;392,451797;0,110452;0,128312;0,174762;-0,64547;-2,572075;-1,008967;25,088015
15:01:23,262;393,394758;0,108877;0,124636;0,172006;-0,566714;-2,322702;-0,785835;25,022379
15:01:23,272;392,923277;0,106252;0,121486;0,174762;-0,64547;-2,519576;-0,995842;25,048633
15:01:23,282;391,980316;0,113078;0,126211;0,174762;-0,57984;-2,217703;-0,77271;25,035506
15:01:23,292;391,508835;0,111503;0,126736;0,168331;-0,632344;-2,6377;-0,995842;25,035506
15:01:23,302;391,980316;0,116753;0,125686;0,172006;-0,632344;-2,257078;-0,759584;25,022379
15:01:23,312;390,565873;0,109402;0,123586;0,172925;-0,606092;-2,6377;-1,008967;25,048633
15:01:23,322;393,394758;0,109402;0,125686;0,173844;-0,592966;-2,243953;-0,77271;24,996124
15:01:23,332;392,451797;0,106252;0,129887;0,175681;-0,592966;-2,493326;-0,995842;25,009251
15:01:23,342;392,451797;0,110977;0,134087;0,175681;-0,619218;-2,152078;-0,733333;24,996124
15:01:23,352;387,736988;0,108352;0,126736;0,179356;-0,64547;-2,624575;-1,035218;24,996124
15:01:23,362;392,923277;0,109927;0,128312;0,179356;-0,57984;-2,401452;-0,759584;25,035506
15:01:23,372;391,980316;0,118328;0,130937;0,175681;-0,619218;-2,55895;-0,982716;25,035506
15:01:23,382;392,923277;0,116228;0,125686;0,172006;-0,566714;-2,270203;-0,77271;24,982997
15:01:23,392;391,508835;0,109927;0,125161;0,175681;-0,632344;-2,61145;-0,995842;25,048633
15:01:23,402;388,208469;0,109927;0,131987;0,172006;-0,57984;-2,165203;-0,746459;25,048633
15:01:23,412;391,980316;0,110452;0,129362;0,175681;-0,619218;-2,519576;-0,956466;25,074888
15:01:23,422;391,037354;0,113603;0,132512;0,178437;-0,592966;-2,296452;-0,851462;25,009251
15:01:23,432;390,094392;0,109402;0,123061;0,175681;-0,606092;-2,545825;-1,035218;25,061761
15:01:23,442;392,923277;0,115703;0,128837;0,175681;-0,632344;-2,296452;-0,812086;24,996124
15:01:23,452;392,451797;0,108877;0,124111;0,171087;-0,606092;-2,690199;-0,982716;25,035506
15:01:23,462;392,451797;0,119378;0,131987;0,177519;-0,57984;-2,152078;-0,759584;25,009251
15:01:23,472;393,866239;0,117278;0,123586;0,173844;-0,619218;-2,506451;-1,035218;25,022379
15:01:23,482;392,451797;0,115178;0,134087;0,175681;-0,64547;-2,243953;-0,720208;25,022379
15:01:23,492;391,508835;0,111503;0,129362;0,177519;-0,57984;-2,6377;-1,035218;25,088015
15:01:23,502;393,394758;0,109927;0,128312;0,175681;-0,64547;-2,335827;-0,680832;25,022379
15:01:23,512;392,451797;0,114653;0,129362;0,174762;-0,619218;-2,598325;-1,035218;25,074888
15:01:23,522;392,451797;0,108877;0,125161;0,175681;-0,606092;-2,414576;-0,720208;25,009251
15:01:23,532;388,67995;0,109402;0,134612;0,177519;-0,64547;-2,519576;-0,930215;25,035506
15:01:23,542;391,980316;0,111503;0,129362;0,172925;-0,592966;-2,243953;-0,720208;25,009251
15:01:23,552;391,508835;0,119378;0,129362;0,177519;-0,64547;-2,427701;-0,956466;24,996124
15:01:23,562;393,394758;0,108352;0,126211;0,179356;-0,592966;-2,348952;-0,707082;25,009251
15:01:23,572;389,622912;0,110977;0,133562;0,179356;-0,671723;-2,677075;-1,022093;25,101143
15:01:23,582;391,980316;0,108352;0,127261;0,174762;-0,606092;-2,243953;-0,746459;25,022379
15:01:23,592;391,508835;0,114653;0,128837;0,177519;-0,592966;-2,690199;-1,113971;25,061761
15:01:23,602;390,565873;0,116228;0,133562;0,178437;-0,57984;-2,322702;-0,812086;25,035506
15:01:23,612;392,451797;0,112028;0,128312;0,174762;-0,632344;-2,480201;-1,008967;25,074888
15:01:23,622;394,33772;0,115178;0,128837;0,173844;-0,632344;-2,322702;-0,733333;25,022379
15:01:23,632;391,980316;0,110977;0,125161;0,175681;-0,619218;-2,506451;-0,956466;24,996124
15:01:23,642;392,923277;0,118328;0,135662;0,1766;-0,606092;-2,296452;-0,693957;24,982997
15:01:23,652;387,265507;0,110977;0,123061;0,171087;-0,671723;-2,467076;-1,061469;25,009251
15:01:23,662;393,394758;0,112553;0,127261;0,177519;-0,606092;-2,322702;-0,693957;25,009251
15:01:23,672;394,33772;0,118853;0,139862;0,173844;-0,64547;-2,61145;-1,022093;25,048633
15:01:23,682;390,565873;0,115703;0,124636;0,175681;-0,619218;-2,204578;-0,654581;25,009251
15:01:23,692;391,980316;0,111503;0,125161;0,174762;-0,619218;-2,703324;-1,08772;25,022379
15:01:23,702;393,866239;0,116753;0,135137;0,175681;-0,566714;-2,322702;-0,693957;25,048633
15:01:23,712;392,923277;0,115703;0,131987;0,173844;-0,658597;-2,55895;-1,035218;25,022379
15:01:23,722;393,394758;0,111503;0,122011;0,172925;-0,606092;-2,283327;-0,733333;24,996124
15:01:23,732;391,037354;0,113603;0,131462;0,1766;-0,632344;-2,506451;-0,982716;25,048633
15:01:23,742;391,037354;0,112028;0,130412;0,173844;-0,566714;-2,362077;-0,77271;24,996124
15:01:23,752;392,451797;0,109927;0,125686;0,174762;-0,684849;-2,532701;-1,022093;25,048633
15:01:23,762;391,037354;0,111503;0,126211;0,172925;-0,619218;-2,270203;-0,720208;24,969869
15:01:23,772;391,037354;0,118853;0,128312;0,173844;-0,632344;-2,572075;-1,035218;25,022379
15:01:23,782;394,33772;0,110977;0,127261;0,172006;-0,57984;-2,230828;-0,707082;25,009251
15:01:23,792;392,451797;0,109402;0,125686;0,173844;-0,632344;-2,572075;-0,995842;25,061761
15:01:23,802;392,451797;0,120428;0,127261;0,174762;-0,619218;-2,243953;-0,733333;25,048633
15:01:23,812;392,923277;0,112553;0,124111;0,172006;-0,619218;-2,6377;-1,022093;25,048633
15:01:23,822;393,866239;0,107302;0,123061;0,172925;-0,619218;-2,165203;-0,707082;25,022379
15:01:23,832;394,809201;0,109927;0,124636;0,168331;-0,632344;-2,598325;-1,035218;24,956742
15:01:23,842;397,166605;0,112553;0,120961;0,1766;-0,592966;-2,283327;-0,720208;25,048633
15:01:23,852;389,622912;0,116228;0,131987;0,172925;-0,619218;-2,572075;-1,074594;24,956742
15:01:23,862;390,565873;0,113078;0,126736;0,171087;-0,606092;-2,270203;-0,680832;24,996124
15:01:23,872;388,208469;0,110452;0,123586;0,172925;-0,606092;-2,493326;-1,061469;25,009251
15:01:23,882;392,923277;0,112553;0,131462;0,170169;-0,553587;-2,375202;-0,693957;25,009251
15:01:23,892;395,752162;0,112028;0,127787;0,1766;-0,684849;-2,61145;-1,08772;24,996124
15:01:23,902;393,394758;0,119903;0,129887;0,16925;-0,592966;-2,230828;-0,680832;24,996124
15:01:23,912;395,280682;0,108877;0,123586;0,171087;-0,632344;-2,545825;-1,074594;25,048633
15:01:23,922;392,923277;0,114653;0,134612;0,174762;-0,592966;-2,362077;-0,785835;24,996124
15:01:23,932;391,508835;0,111503;0,125161;0,174762;-0,606092;-2,55895;-1,048344;24,996124
15:01:23,942;393,866239;0,110977;0,128312;0,171087;-0,619218;-2,270203;-0,746459;24,982997
15:01:23,952;396,223643;0,108352;0,120436;0,171087;-0,632344;-2,677075;-1,061469;24,996124
15:01:23,962;395,280682;0,112028;0,126211;0,1766;-0,553587;-2,348952;-0,759584;25,048633
15:01:23,972;393,866239;0,116228;0,131462;0,170169;-0,632344;-2,467076;-1,008967;24,996124
15:01:23,982;397,638086;0,112028;0,124111;0,177519;-0,606092;-2,388327;-0,680832;24,969869
15:01:23,992;392,923277;0,109927;0,129887;0,16925;-0,632344;-2,506451;-1,074594;25,022379
15:01:24,002;394,809201;0,109927;0,124636;0,171087;-0,606092;-2,283327;-0,720208;25,009251
15:01:24,012;393,394758;0,106777;0,126736;0,171087;-0,64547;-2,440826;-1,035218;24,996124
15:01:24,022;390,565873;0,119903;0,126736;0,170169;-0,619218;-2,362077;-0,680832;24,969869
15:01:24,032;392,451797;0,110452;0,124636;0,171087;-0,671723;-2,545825;-1,035218;24,996124
15:01:24,042;393,866239;0,109927;0,123586;0,170169;-0,592966;-2,296452;-0,77271;25,022379
15:01:24,052;392,923277;0,111503;0,127787;0,174762;-0,671723;-2,624575;-1,035218;25,035506
15:01:24,062;391,508835;0,112553;0,129887;0,172925;-0,606092;-2,388327;-0,759584;25,035506
15:01:24,072;398,581047;0,108877;0,133037;0,171087;-0,671723;-2,506451;-0,903964;25,074888
15:01:24,082;396,223643;0,122003;0,139337;0,170169;-0,64547;-2,257078;-0,720208;24,930487
15:01:24,092;391,980316;0,107302;0,126211;0,177519;-0,671723;-2,480201;-1,022093;25,048633
15:01:24,102;392,923277;0,111503;0,127787;0,173844;-0,592966;-2,427701;-0,812086;25,048633
15:01:24,112;394,809201;0,109402;0,123061;0,172006;-0,658597;-2,480201;-0,969591;25,009251
15:01:24,122;395,280682;0,115703;0,131462;0,172006;-0,64547;-2,309577;-0,79896;24,982997
15:01:24,132;394,809201;0,115178;0,127787;0,172006;-0,658597;-2,572075;-0,995842;24,996124
15:01:24,142;394,33772;0,108352;0,126736;0,181193;-0,619218;-2,335827;-0,746459;24,996124
15:01:24,152;394,809201;0,116753;0,135137;0,174762;-0,632344;-2,545825;-1,022093;24,982997
15:01:24,162;394,809201;0,109402;0,126736;0,175681;-0,592966;-2,217703;-0,746459;24,956742
15:01:24,172;393,866239;0,119903;0,130412;0,171087;-0,619218;-2,545825;-1,022093;25,009251
15:01:24,182;398,109567;0,109402;0,131462;0,177519;-0,592966;-2,309577;-0,733333;25,048633
15:01:24,192;393,866239;0,108877;0,125686;0,175681;-0,64547;-2,61145;-0,982716;24,982997
15:01:24,202;394,809201;0,116228;0,124636;0,174762;-0,592966;-2,427701;-0,77271;24,996124
15:01:24,212;393,394758;0,108877;0,125686;0,178437;-0,619218;-2,532701;-0,982716;25,061761
15:01:24,222;396,223643;0,114653;0,133037;0,1766;-0,57984;-2,270203;-0,759584;25,061761
15:01:24,232;392,923277;0,108877;0,125686;0,172925;-0,658597;-2,598325;-0,995842;25,048633
15:01:24,242;393,394758;0,114653;0,127261;0,171087;-0,57984;-2,375202;-0,785835;25,009251
15:01:24,252;392,923277;0,113603;0,127261;0,1766;-0,632344;-2,55895;-1,008967;25,035506
15:01:24,262;394,33772;0,109927;0,125161;0,172006;-0,632344;-2,375202;-0,733333;24,982997
15:01:24,272;392,923277;0,113603;0,122011;0,173844;-0,592966;-2,545825;-1,035218;25,048633
15:01:24,282;394,809201;0,110977;0,124636;0,172006;-0,632344;-2,322702;-0,851462;25,061761
15:01:24,292;394,33772;0,119378;0,126736;0,170169;-0,592966;-2,5852;-0,917089;25,009251
15:01:24,302;394,809201;0,115178;0,124636;0,173844;-0,57984;-2,401452;-0,851462;25,022379
