Time;Flow rate (Mean);TS outlet pressure (Mean);TS inlet pressure (Mean);Pump outlet pressure (Mean);Temperature TS outlet (Mean);Tank temperature (Mean);Temperature TS inlet (Mean);Bypass temperature (Mean)
17:21:18,322;383,493661;0,106777;0,121486;0,170169;-0,06792;-2,453951;-0,195191;24,090338
17:21:18,332;384,908103;0,112028;0,122536;0,164656;-0,369821;-2,755824;-0,510201;24,142847
17:21:18,342;383,493661;0,108877;0,123061;0,171087;-0,133551;-2,440826;-0,16894;24,07721
17:21:18,352;388,208469;0,115178;0,130937;0,168331;-0,330443;-2,729574;-0,444574;24,169102
17:21:18,362;384,908103;0,113078;0,121486;0,16925;-0,081046;-2,309577;-0,182065;24,064083
17:21:18,372;387,265507;0,109927;0,122011;0,168331;-0,369821;-2,782074;-0,497076;24,142847
17:21:18,382;383,02218;0,108877;0,120436;0,168331;-0,081046;-2,362077;-0,155814;24,182229
17:21:18,392;384,908103;0,110977;0,125161;0,165575;-0,356695;-2,755824;-0,418323;24,090338
17:21:18,402;385,379584;0,105202;0,120436;0,171087;-0,054794;-2,453951;-0,208316;24,169102
17:21:18,412;387,265507;0,113603;0,129362;0,171087;-0,330443;-2,782074;-0,418323;24,024701
17:21:18,422;387,265507;0,116753;0,125686;0,168331;-0,081046;-2,532701;-0,182065;24,090338
17:21:18,432;385,379584;0,108877;0,118336;0,171087;-0,382948;-2,624575;-0,457699;24,12972
17:21:18,442;383,02218;0,114128;0,130412;0,167413;-0,094172;-2,427701;-0,208316;24,103465
17:21:18,452;383,965142;0,110977;0,126211;0,16925;-0,369821;-2,650825;-0,470825;24,116592
17:21:18,462;385,379584;0,109402;0,127787;0,16925;-0,107299;-2,453951;-0,247692;24,090338
17:21:18,472;387,265507;0,105727;0,120436;0,167413;-0,330443;-2,677075;-0,431448;24,208484
17:21:18,482;383,965142;0,104152;0,123061;0,171087;-0,081046;-2,322702;-0,208316;24,142847
17:21:18,492;386,322546;0,116753;0,126736;0,170169;-0,356695;-2,768949;-0,457699;24,064083
17:21:18,502;385,379584;0,105727;0,124636;0,171087;-0,06792;-2,467076;-0,208316;24,12972
17:21:18,512;383,02218;0,110452;0,127261;0,170169;-0,343569;-2,690199;-0,431448;24,12972
17:21:18,522;385,851065;0,108877;0,118861;0,172006;-0,094172;-2,388327;-0,182065;24,195356
17:21:18,532;382,079218;0,113078;0,125686;0,167413;-0,382948;-2,66395;-0,470825;24,090338
17:21:18,542;382,550699;0,116228;0,124636;0,165575;-0,120425;-2,598325;-0,208316;24,103465
17:21:18,552;383,493661;0,112553;0,129362;0,170169;-0,343569;-2,755824;-0,444574;24,142847
17:21:18,562;384,436622;0,107302;0,124636;0,170169;-0,094172;-2,519576;-0,195191;24,155974
17:21:18,572;382,079218;0,109402;0,124636;0,172925;-0,343569;-2,716449;-0,418323;24,195356
17:21:18,582;384,436622;0,107302;0,120436;0,170169;-0,120425;-2,506451;-0,195191;24,12972
17:21:18,592;379,721814;0,114128;0,128312;0,171087;-0,382948;-2,795199;-0,536452;24,182229
17:21:18,602;386,322546;0,108877;0,120961;0,16925;-0,081046;-2,506451;-0,247692;24,12972
17:21:18,612;383,493661;0,104677;0,120436;0,164656;-0,330443;-2,650825;-0,392072;24,090338
17:21:18,622;385,379584;0,113603;0,123586;0,168331;-0,159803;-2,467076;-0,260818;24,090338
17:21:18,632;383,493661;0,102577;0,117811;0,164656;-0,330443;-2,782074;-0,470825;24,155974
17:21:18,642;383,493661;0,106252;0,123586;0,168331;-0,133551;-2,401452;-0,273943;24,064083
17:21:18,652;383,493661;0,104152;0,117811;0,160981;-0,382948;-2,742699;-0,510201;24,12972
17:21:18,662;384,436622;0,105727;0,120961;0,168331;-0,107299;-2,532701;-0,208316;24,103465
17:21:18,672;384,436622;0,104152;0,117286;0,166494;-0,330443;-2,6377;-0,418323;24,103465
17:21:18,682;384,908103;0,102577;0,117286;0,167413;-0,107299;-2,309577;-0,260818;24,169102
17:21:18,692;382,079218;0,104152;0,120961;0,165575;-0,330443;-2,716449;-0,470825;24,142847
17:21:18,702;386,322546;0,107302;0,122536;0,164656;-0,081046;-2,427701;-0,208316;24,12972
17:21:18,712;382,079218;0,114128;0,120961;0,167413;-0,343569;-2,742699;-0,457699;24,142847
17:21:18,722;384,908103;0,105727;0,123061;0,165575;-0,120425;-2,467076;-0,273943;24,142847
17:21:18,732;383,02218;0,113078;0,123586;0,166494;-0,382948;-2,703324;-0,352696;24,12972
17:21:18,742;386,322546;0,116228;0,118336;0,166494;-0,159803;-2,467076;-0,195191;24,07721
17:21:18,752;381,607737;0,110977;0,126211;0,16925;-0,356695;-2,66395;-0,392072;24,12972
17:21:18,762;383,02218;0,108877;0,120961;0,167413;-0,159803;-2,427701;-0,260818;24,12972
17:21:18,772;384,436622;0,113078;0,125686;0,167413;-0,356695;-2,677075;-0,48395;24,142847
17:21:18,782;384,436622;0,109927;0,127787;0,174762;-0,146677;-2,440826;-0,195191;24,090338
17:21:18,792;382,550699;0,105727;0,117286;0,16925;-0,317317;-2,755824;-0,418323;24,142847
17:21:18,802;383,965142;0,105727;0,122011;0,175681;-0,120425;-2,453951;-0,234567;24,116592
17:21:18,812;387,736988;0,112028;0,126211;0,167413;-0,291065;-2,782074;-0,431448;24,12972
17:21:18,822;384,908103;0,105727;0,115711;0,167413;-0,133551;-2,545825;-0,221441;24,142847
17:21:18,832;383,965142;0,108352;0,122536;0,170169;-0,304191;-2,716449;-0,444574;24,116592
17:21:18,842;384,908103;0,104677;0,124111;0,171087;-0,094172;-2,388327;-0,155814;24,155974
17:21:18,852;386,794027;0,107827;0,120436;0,170169;-0,291065;-2,716449;-0,365821;24,116592
17:21:18,862;382,550699;0,107302;0,120436;0,165575;-0,133551;-2,453951;-0,234567;24,07721
17:21:18,872;383,965142;0,108352;0,123586;0,166494;-0,304191;-2,703324;-0,392072;24,195356
17:21:18,882;383,02218;0,110977;0,122536;0,168331;-0,133551;-2,388327;-0,208316;24,12972
17:21:18,892;382,550699;0,112553;0,125686;0,168331;-0,343569;-2,873948;-0,457699;24,169102
17:21:18,902;380,193295;0,113078;0,121486;0,168331;-0,133551;-2,493326;-0,300194;24,155974
17:21:18,912;379,250333;0,111503;0,124111;0,165575;-0,330443;-2,716449;-0,33957;24,090338
17:21:18,922;382,550699;0,109402;0,121486;0,168331;-0,133551;-2,572075;-0,260818;24,12972
17:21:18,932;383,493661;0,110977;0,119386;0,167413;-0,330443;-2,6377;-0,378947;24,090338
17:21:18,942;380,193295;0,114128;0,127261;0,170169;-0,146677;-2,427701;-0,260818;24,142847
17:21:18,952;382,550699;0,105727;0,123586;0,171087;-0,356695;-2,742699;-0,444574;24,155974
17:21:18,962;385,379584;0,107827;0,124636;0,172006;-0,107299;-2,322702;-0,221441;24,090338
17:21:18,972;381,607737;0,113078;0,125686;0,171087;-0,343569;-2,650825;-0,405198;24,142847
17:21:18,982;383,02218;0,110977;0,127261;0,162819;-0,081046;-2,467076;-0,221441;24,208484
17:21:18,992;383,493661;0,099952;0,121486;0,170169;-0,330443;-2,703324;-0,470825;24,103465
17:21:19,002;383,965142;0,107302;0,121486;0,16925;-0,094172;-2,440826;-0,182065;24,090338
17:21:19,012;383,02218;0,106252;0,118336;0,170169;-0,317317;-2,532701;-0,405198;24,142847
17:21:19,022;384,908103;0,109402;0,121486;0,167413;-0,094172;-2,55895;-0,247692;24,07721
17:21:19,032;381,607737;0,110977;0,130412;0,168331;-0,317317;-2,66395;-0,431448;24,116592
17:21:19,042;385,379584;0,108352;0,126211;0,165575;-0,081046;-2,690199;-0,208316;24,195356
17:21:19,052;382,550699;0,107302;0,122011;0,165575;-0,382948;-2,716449;-0,48395;24,12972
17:21:19,062;384,908103;0,110977;0,124636;0,167413;-0,107299;-2,480201;-0,182065;24,103465
17:21:19,072;382,550699;0,105202;0,119386;0,163738;-0,317317;-2,808324;-0,470825;24,142847
17:21:19,082;383,965142;0,110452;0,120961;0,16925;-0,120425;-2,493326;-0,221441;24,155974
17:21:19,092;384,908103;0,110977;0,121486;0,166494;-0,317317;-2,650825;-0,497076;24,103465
17:21:19,102;383,493661;0,108352;0,119386;0,16925;-0,120425;-2,440826;-0,116438;24,142847
17:21:19,112;382,550699;0,109402;0,119386;0,165575;-0,382948;-2,624575;-0,536452;24,142847
17:21:19,122;383,965142;0,116228;0,127261;0,166494;-0,041668;-2,545825;-0,090187;24,169102
17:21:19,132;381,607737;0,110452;0,124636;0,165575;-0,382948;-2,690199;-0,457699;24,12972
17:21:19,142;383,02218;0,108352;0,122536;0,164656;-0,06792;-2,545825;-0,234567;24,155974
17:21:19,152;382,079218;0,108877;0,117811;0,170169;-0,330443;-2,768949;-0,510201;24,12972
17:21:19,162;383,965142;0,106777;0,120961;0,16925;-0,094172;-2,519576;-0,142689;24,090338
17:21:19,172;382,079218;0,105202;0,11466;0,168331;-0,369821;-2,545825;-0,444574;24,12972
17:21:19,182;383,965142;0,110977;0,125686;0,165575;-0,133551;-2,532701;-0,208316;24,169102
17:21:19,192;381,136257;0,108877;0,123586;0,170169;-0,343569;-2,598325;-0,470825;24,116592
17:21:19,202;383,493661;0,107827;0,128837;0,168331;-0,133551;-2,55895;-0,208316;24,169102
17:21:19,212;383,493661;0,105727;0,119386;0,167413;-0,356695;-2,716449;-0,48395;24,103465
17:21:19,222;383,965142;0,105202;0,120436;0,167413;-0,081046;-2,480201;-0,208316;24,142847
17:21:19,232;383,02218;0,105202;0,121486;0,167413;-0,291065;-2,755824;-0,444574;24,12972
17:21:19,242;382,079218;0,106777;0,125686;0,171087;-0,081046;-2,467076;-0,142689;24,07721
17:21:19,252;381,607737;0,116228;0,118336;0,166494;-0,356695;-2,467076;-0,48395;24,064083
17:21:19,262;379,721814;0,104152;0,128837;0,171087;-0,094172;-2,335827;-0,142689;24,142847
17:21:19,272;382,079218;0,104677;0,120961;0,16925;-0,382948;-2,742699;-0,497076;24,07721
17:21:19,282;381,136257;0,109402;0,125686;0,168331;-0,107299;-2,427701;-0,116438;24,037828
17:21:19,292;383,493661;0,109402;0,120436;0,170169;-0,382948;-2,677075;-0,48395;24,142847
17:21:19,302;382,550699;0,108877;0,122011;0,164656;-0,107299;-2,55895;-0,182065;24,103465
17:21:19,312;382,079218;0,106777;0,11361;0,167413;-0,343569;-2,690199;-0,48395;24,142847
17:21:19,322;381,136257;0,106777;0,121486;0,165575;-0,094172;-2,493326;-0,195191;24,07721
17:21:19,332;383,493661;0,109402;0,126736;0,16925;-0,369821;-2,545825;-0,457699;24,155974
17:21:19,342;381,607737;0,105727;0,119911;0,170169;-0,081046;-2,493326;-0,129563;24,090338
17:21:19,352;381,136257;0,108352;0,124636;0,163738;-0,382948;-2,768949;-0,431448;24,103465
17:21:19,362;382,550699;0,105202;0,120961;0,166494;-0,081046;-2,440826;-0,195191;24,116592
17:21:19,372;381,607737;0,108352;0,118861;0,165575;-0,317317;-2,690199;-0,457699;24,142847
17:21:19,382;377,36441;0,110977;0,119386;0,16925;-0,120425;-2,493326;-0,221441;24,169102
17:21:19,392;381,607737;0,109927;0,129887;0,170169;-0,356695;-2,703324;-0,444574;24,090338
17:21:19,402;382,550699;0,105202;0,120961;0,168331;-0,094172;-2,453951;-0,142689;24,142847
17:21:19,412;382,079218;0,110452;0,124111;0,16925;-0,369821;-2,729574;-0,48395;24,169102
17:21:19,422;380,664776;0,104677;0,119911;0,165575;-0,094172;-2,401452;-0,182065;24,12972
17:21:19,432;379,721814;0,105727;0,125161;0,164656;-0,396074;-2,755824;-0,470825;24,169102
17:21:19,442;382,550699;0,108352;0,122011;0,168331;-0,081046;-2,453951;-0,129563;24,064083
17:21:19,452;382,079218;0,103627;0,122536;0,166494;-0,356695;-2,6377;-0,444574;24,169102
17:21:19,462;383,493661;0,110977;0,120436;0,167413;-0,081046;-2,545825;-0,195191;24,142847
17:21:19,472;382,079218;0,107827;0,122011;0,167413;-0,396074;-2,847698;-0,431448;24,182229
17:21:19,482;379,721814;0,114128;0,131462;0,16925;-0,094172;-2,401452;-0,221441;24,090338
17:21:19,492;382,079218;0,109927;0,116236;0,167413;-0,343569;-2,690199;-0,497076;24,155974
17:21:19,502;383,493661;0,105202;0,118861;0,164656;-0,107299;-2,480201;-0,260818;24,12972
17:21:19,512;383,493661;0,108877;0,125161;0,168331;-0,369821;-2,66395;-0,48395;24,103465
17:21:19,522;383,02218;0,110452;0,121486;0,16925;-0,120425;-2,401452;-0,195191;24,116592
17:21:19,532;382,079218;0,103102;0,117811;0,165575;-0,369821;-2,703324;-0,444574;24,103465
17:21:19,542;382,550699;0,108877;0,123586;0,172006;-0,06792;-2,493326;-0,155814;24,090338
17:21:19,552;381,607737;0,108877;0,120961;0,171087;-0,382948;-2,768949;-0,510201;24,103465
17:21:19,562;382,550699;0,104677;0,120436;0,170169;-0,120425;-2,414576;-0,142689;24,155974
17:21:19,572;382,079218;0,111503;0,124111;0,168331;-0,369821;-2,795199;-0,549577;24,182229
17:21:19,582;380,193295;0,110452;0,125686;0,166494;-0,06792;-2,453951;-0,195191;24,116592
17:21:19,592;381,136257;0,108877;0,119386;0,167413;-0,330443;-2,742699;-0,470825;24,116592
17:21:19,602;382,079218;0,112028;0,125161;0,164656;-0,094172;-2,453951;-0,221441;24,142847
17:21:19,612;384,436622;0,104152;0,116236;0,165575;-0,382948;-2,61145;-0,431448;24,116592
17:21:19,622;383,493661;0,116753;0,122011;0,164656;-0,054794;-2,480201;-0,247692;24,169102
17:21:19,632;383,02218;0,109927;0,124636;0,162819;-0,356695;-2,755824;-0,48395;24,169102
17:21:19,642;382,550699;0,108352;0,125686;0,1619;-0,120425;-2,401452;-0,182065;24,07721
17:21:19,652;381,136257;0,106252;0,115186;0,160063;-0,330443;-2,755824;-0,470825;24,116592
17:21:19,662;382,550699;0,108877;0,125686;0,172925;-0,094172;-2,440826;-0,182065;24,155974
17:21:19,672;381,607737;0,107827;0,113085;0,165575;-0,382948;-2,808324;-0,470825;24,090338
17:21:19,682;379,250333;0,107827;0,126736;0,170169;-0,159803;-2,401452;-0,129563;24,116592
17:21:19,692;381,607737;0,106777;0,124636;0,165575;-0,369821;-2,6377;-0,444574;24,103465
17:21:19,702;382,550699;0,108877;0,127261;0,16925;-0,107299;-2,506451;-0,116438;24,116592
17:21:19,712;382,550699;0,109402;0,128837;0,166494;-0,396074;-2,690199;-0,444574;24,116592
17:21:19,722;382,079218;0,110977;0,126736;0,168331;-0,133551;-2,414576;-0,182065;24,155974
17:21:19,732;380,193295;0,105727;0,126211;0,171087;-0,369821;-2,755824;-0,497076;24,12972
17:21:19,742;384,436622;0,110977;0,122011;0,171087;-0,107299;-2,388327;-0,195191;24,142847
17:21:19,752;381,136257;0,110452;0,125686;0,170169;-0,382948;-2,821448;-0,392072;24,103465
17:21:19,762;385,379584;0,110452;0,124111;0,170169;-0,107299;-2,427701;-0,142689;24,090338
17:21:19,772;382,550699;0,104152;0,122011;0,168331;-0,356695;-2,66395;-0,48395;24,208484
17:21:19,782;383,965142;0,113078;0,130937;0,170169;-0,107299;-2,493326;-0,195191;24,142847
17:21:19,792;383,965142;0,110452;0,121486;0,172006;-0,291065;-2,690199;-0,431448;24,090338
17:21:19,802;381,607737;0,104677;0,119911;0,171087;-0,120425;-2,348952;-0,247692;24,116592
17:21:19,812;383,493661;0,109927;0,131987;0,166494;-0,343569;-2,795199;-0,392072;24,12972
17:21:19,822;383,02218;0,110452;0,127787;0,16925;-0,146677;-2,362077;-0,273943;24,12972
17:21:19,832;379,250333;0,112028;0,123061;0,171087;-0,330443;-2,900198;-0,523326;24,090338
17:21:19,842;381,136257;0,107302;0,121486;0,171087;-0,107299;-2,388327;-0,273943;24,155974
17:21:19,852;381,136257;0,113603;0,125161;0,16925;-0,330443;-2,61145;-0,444574;24,116592
17:21:19,862;382,079218;0,113078;0,126736;0,167413;-0,133551;-2,335827;-0,234567;24,090338
17:21:19,872;382,550699;0,106252;0,124111;0,165575;-0,330443;-2,677075;-0,365821;24,142847
17:21:19,882;380,193295;0,109927;0,124111;0,171087;-0,094172;-2,480201;-0,195191;24,155974
17:21:19,892;381,607737;0,109927;0,122536;0,166494;-0,330443;-2,716449;-0,378947;24,12972
17:21:19,902;380,664776;0,109402;0,120436;0,166494;-0,107299;-2,545825;-0,247692;24,116592
17:21:19,912;380,664776;0,110977;0,123061;0,16925;-0,317317;-2,847698;-0,418323;24,12972
17:21:19,922;382,079218;0,115178;0,125161;0,166494;-0,094172;-2,414576;-0,260818;24,103465
17:21:19,932;379,721814;0,112028;0,125161;0,167413;-0,330443;-2,5852;-0,33957;24,116592
17:21:19,942;383,02218;0,112553;0,127787;0,167413;-0,133551;-2,467076;-0,300194;24,182229
17:21:19,952;379,721814;0,112028;0,120961;0,165575;-0,330443;-2,716449;-0,405198;24,090338
17:21:19,962;382,550699;0,120953;0,128837;0,172925;-0,133551;-2,440826;-0,221441;24,07721
17:21:19,972;380,664776;0,107827;0,122011;0,166494;-0,356695;-2,6377;-0,444574;24,064083
17:21:19,982;381,607737;0,108352;0,122011;0,171087;-0,107299;-2,401452;-0,182065;24,090338
17:21:19,992;383,965142;0,113603;0,127261;0,16925;-0,317317;-2,926448;-0,48395;24,169102
17:21:20,002;381,607737;0,113603;0,128312;0,163738;-0,107299;-2,414576;-0,247692;24,169102
17:21:20,012;378,307372;0,111503;0,121486;0,166494;-0,330443;-2,66395;-0,444574;24,116592
17:21:20,022;381,136257;0,106252;0,125686;0,166494;-0,120425;-2,493326;-0,208316;24,155974
17:21:20,032;380,193295;0,107827;0,122011;0,171087;-0,304191;-2,6377;-0,365821;24,116592
17:21:20,042;381,607737;0,110452;0,124636;0,166494;-0,133551;-2,532701;-0,221441;24,12972
17:21:20,052;380,664776;0,112028;0,130412;0,171087;-0,317317;-2,66395;-0,470825;24,195356
17:21:20,062;386,322546;0,113603;0,129887;0,166494;-0,133551;-2,335827;-0,326445;24,142847
17:21:20,072;380,664776;0,109927;0,120436;0,165575;-0,343569;-2,834573;-0,497076;24,12972
17:21:20,082;382,079218;0,107302;0,121486;0,170169;-0,172929;-2,427701;-0,195191;24,169102
17:21:20,092;381,136257;0,106777;0,123061;0,170169;-0,317317;-2,690199;-0,431448;24,090338
17:21:20,102;381,607737;0,108352;0,116761;0,170169;-0,120425;-2,414576;-0,273943;24,116592
17:21:20,112;382,550699;0,107302;0,126736;0,170169;-0,317317;-2,677075;-0,378947;24,050956
17:21:20,122;383,493661;0,104152;0,122536;0,167413;-0,081046;-2,519576;-0,221441;24,208484
17:21:20,132;380,664776;0,110452;0,123586;0,171087;-0,343569;-2,677075;-0,431448;24,103465
17:21:20,142;380,664776;0,115178;0,124636;0,170169;-0,094172;-2,388327;-0,221441;24,12972
17:21:20,152;381,136257;0,112028;0,126736;0,1766;-0,4092;-2,782074;-0,418323;24,064083
17:21:20,162;382,079218;0,109402;0,118861;0,164656;-0,094172;-2,493326;-0,208316;24,090338
17:21:20,172;376,421448;0,107827;0,125161;0,171087;-0,382948;-2,6377;-0,444574;24,142847
17:21:20,182;381,607737;0,112028;0,123586;0,170169;-0,094172;-2,388327;-0,221441;24,103465
17:21:20,192;380,193295;0,105202;0,119911;0,168331;-0,356695;-2,572075;-0,510201;24,169102
17:21:20,202;381,607737;0,107302;0,124636;0,167413;-0,146677;-2,572075;-0,221441;24,090338
17:21:20,212;379,250333;0,120953;0,132512;0,167413;-0,356695;-2,690199;-0,444574;24,195356
17:21:20,222;377,835891;0,113078;0,119386;0,16925;-0,146677;-2,453951;-0,221441;24,103465
17:21:20,232;379,250333;0,113078;0,119386;0,167413;-0,382948;-2,782074;-0,457699;24,116592
17:21:20,242;381,607737;0,109927;0,127261;0,168331;-0,120425;-2,388327;-0,208316;24,064083
17:21:20,252;379,721814;0,106777;0,125686;0,171087;-0,382948;-2,66395;-0,497076;24,142847
17:21:20,262;384,436622;0,107302;0,123061;0,172006;-0,120425;-2,467076;-0,195191;24,155974
17:21:20,272;377,835891;0,105727;0,120961;0,16925;-0,356695;-2,66395;-0,523326;24,12972
17:21:20,282;379,721814;0,113603;0,131987;0,170169;-0,054794;-2,5852;-0,142689;24,103465
17:21:20,292;381,136257;0,110977;0,123586;0,173844;-0,369821;-2,650825;-0,536452;24,142847
17:21:20,302;383,493661;0,110977;0,120436;0,171087;-0,06792;-2,401452;-0,142689;24,116592
17:21:20,312;382,550699;0,107827;0,122536;0,173844;-0,356695;-2,690199;-0,457699;24,090338
17:21:20,322;380,664776;0,113078;0,128837;0,166494;-0,081046;-2,467076;-0,16894;24,116592
17:21:20,332;382,550699;0,106252;0,118336;0,170169;-0,356695;-2,6377;-0,48395;24,182229
17:21:20,342;383,02218;0,111503;0,124111;0,173844;-0,06792;-2,572075;-0,287069;24,142847
17:21:20,352;379,250333;0,115703;0,126211;0,167413;-0,330443;-2,5852;-0,431448;24,12972
17:21:20,362;381,136257;0,108352;0,124111;0,172006;-0,120425;-2,55895;-0,221441;24,12972
17:21:20,372;379,721814;0,108352;0,119911;0,166494;-0,396074;-2,690199;-0,405198;24,12972
17:21:20,382;376,892929;0,110452;0,126211;0,168331;-0,133551;-2,532701;-0,221441;24,12972
17:21:20,392;380,664776;0,110977;0,130937;0,166494;-0,343569;-2,847698;-0,48395;24,090338
17:21:20,402;379,250333;0,110977;0,118861;0,16925;-0,094172;-2,480201;-0,208316;24,208484
17:21:20,412;381,607737;0,109402;0,124636;0,168331;-0,396074;-2,729574;-0,536452;24,07721
17:21:20,422;383,493661;0,116753;0,126211;0,168331;-0,107299;-2,414576;-0,260818;24,07721
17:21:20,432;376,892929;0,111503;0,122536;0,172006;-0,382948;-2,690199;-0,549577;24,169102
17:21:20,442;378,778852;0,109402;0,125686;0,172925;-0,094172;-2,519576;-0,182065;24,12972
17:21:20,452;381,607737;0,115703;0,116761;0,170169;-0,4092;-2,650825;-0,510201;24,116592
17:21:20,462;381,136257;0,106252;0,121486;0,16925;-0,120425;-2,506451;-0,195191;24,12972
17:21:20,472;380,664776;0,107302;0,125686;0,167413;-0,369821;-2,821448;-0,562703;24,169102
17:21:20,482;382,550699;0,114653;0,121486;0,164656;-0,06792;-2,493326;-0,234567;24,182229
17:21:20,492;381,607737;0,108877;0,124111;0,171087;-0,356695;-2,545825;-0,497076;24,064083
17:21:20,502;377,835891;0,110452;0,125161;0,164656;-0,120425;-2,467076;-0,208316;24,090338
17:21:20,512;381,136257;0,110977;0,122536;0,166494;-0,304191;-2,598325;-0,418323;24,090338
17:21:20,522;381,607737;0,116228;0,128837;0,166494;-0,107299;-2,545825;-0,247692;24,050956
17:21:20,532;379,721814;0,108877;0,119911;0,167413;-0,382948;-2,690199;-0,470825;24,103465
17:21:20,542;382,550699;0,104677;0,117286;0,167413;-0,094172;-2,401452;-0,16894;24,142847
17:21:20,552;380,664776;0,109927;0,119386;0,165575;-0,356695;-2,795199;-0,523326;24,116592
17:21:20,562;381,607737;0,109927;0,123586;0,170169;-0,094172;-2,480201;-0,208316;24,116592
17:21:20,572;383,02218;0,115178;0,124636;0,171087;-0,382948;-2,782074;-0,510201;24,090338
17:21:20,582;381,607737;0,109927;0,130412;0,168331;-0,120425;-2,375202;-0,182065;24,116592
17:21:20,592;380,193295;0,107827;0,127261;0,170169;-0,356695;-2,690199;-0,48395;24,182229
17:21:20,602;382,550699;0,115703;0,128837;0,168331;-0,094172;-2,480201;-0,221441;24,195356
17:21:20,612;381,136257;0,116228;0,124636;0,171087;-0,369821;-2,742699;-0,575828;24,169102
17:21:20,622;381,136257;0,114653;0,127787;0,165575;-0,120425;-2,467076;-0,182065;24,037828
17:21:20,632;384,908103;0,112553;0,128312;0,171087;-0,369821;-2,716449;-0,523326;24,142847
17:21:20,642;379,250333;0,106777;0,119386;0,166494;-0,133551;-2,480201;-0,195191;24,090338
17:21:20,652;383,02218;0,120953;0,125686;0,167413;-0,369821;-2,729574;-0,457699;24,064083
17:21:20,662;383,02218;0,108352;0,121486;0,168331;-0,133551;-2,401452;-0,221441;24,142847
17:21:20,672;382,550699;0,113078;0,120436;0,164656;-0,343569;-2,755824;-0,523326;24,116592
17:21:20,682;377,835891;0,114128;0,122011;0,166494;-0,133551;-2,453951;-0,273943;24,182229
17:21:20,692;380,193295;0,105202;0,120436;0,167413;-0,369821;-2,768949;-0,510201;24,142847
17:21:20,702;379,721814;0,107302;0,118861;0,166494;-0,120425;-2,401452;-0,234567;24,155974
17:21:20,712;381,136257;0,107827;0,121486;0,16925;-0,382948;-2,742699;-0,523326;24,103465
17:21:20,722;381,607737;0,105727;0,123061;0,16925;-0,054794;-2,493326;-0,142689;24,12972
17:21:20,732;381,607737;0,109402;0,127787;0,165575;-0,435452;-2,782074;-0,575828;24,090338
17:21:20,742;383,02218;0,107827;0,124111;0,165575;-0,081046;-2,440826;-0,195191;24,142847
17:21:20,752;381,136257;0,111503;0,123061;0,172006;-0,356695;-2,61145;-0,510201;24,07721
17:21:20,762;382,550699;0,111503;0,131987;0,163738;-0,107299;-2,375202;-0,247692;24,103465
17:21:20,772;381,607737;0,107302;0,122536;0,170169;-0,396074;-2,808324;-0,510201;24,155974
17:21:20,782;381,607737;0,106777;0,126736;0,165575;-0,107299;-2,427701;-0,16894;24,064083
17:21:20,792;381,607737;0,113078;0,123061;0,172006;-0,396074;-2,729574;-0,523326;24,169102
